qualifier,annotationextension,id,ontologytermid,subjectid,class
,,1010153,1002392,1010147,org.intermine.model.bio.GOAnnotation
,,1010155,1001056,1010147,org.intermine.model.bio.GOAnnotation
,,1010227,1002613,1010228,org.intermine.model.bio.GOAnnotation
,,1010230,1001676,1010228,org.intermine.model.bio.GOAnnotation
,,1010265,1002613,1010266,org.intermine.model.bio.GOAnnotation
,,1010269,1010267,1010266,org.intermine.model.bio.GOAnnotation
,,1010272,1010270,1010266,org.intermine.model.bio.GOAnnotation
,,1010275,1010273,1010266,org.intermine.model.bio.GOAnnotation
,,1010307,1010305,1010308,org.intermine.model.bio.GOAnnotation
,,1010311,1010309,1010308,org.intermine.model.bio.GOAnnotation
,,1010314,1010312,1010308,org.intermine.model.bio.GOAnnotation
,,1010335,1002405,1010336,org.intermine.model.bio.GOAnnotation
,,1010339,1010337,1010336,org.intermine.model.bio.GOAnnotation
,,1010363,1006178,1010364,org.intermine.model.bio.GOAnnotation
,,1010367,1010365,1010364,org.intermine.model.bio.GOAnnotation
,,1010411,1002374,1010412,org.intermine.model.bio.GOAnnotation
,,1010429,1003531,1010430,org.intermine.model.bio.GOAnnotation
,,1010432,1001676,1010430,org.intermine.model.bio.GOAnnotation
,,1010506,1010504,1010507,org.intermine.model.bio.GOAnnotation
,,1010510,1010508,1010507,org.intermine.model.bio.GOAnnotation
,,1010512,1001088,1010507,org.intermine.model.bio.GOAnnotation
,,1010514,1001223,1010507,org.intermine.model.bio.GOAnnotation
,,1010525,1005393,1010526,org.intermine.model.bio.GOAnnotation
,,1010528,1001056,1010526,org.intermine.model.bio.GOAnnotation
,,1010535,1009657,1010536,org.intermine.model.bio.GOAnnotation
,,1010538,1001251,1010536,org.intermine.model.bio.GOAnnotation
,,1010540,1001880,1010536,org.intermine.model.bio.GOAnnotation
,,1010542,1001888,1010536,org.intermine.model.bio.GOAnnotation
,,1010569,1001056,1010570,org.intermine.model.bio.GOAnnotation
,,1010608,1000478,1010609,org.intermine.model.bio.GOAnnotation
,,1010626,1001859,1010627,org.intermine.model.bio.GOAnnotation
,,1010629,1001863,1010627,org.intermine.model.bio.GOAnnotation
,,1010631,1007667,1010627,org.intermine.model.bio.GOAnnotation
,,1010633,1001676,1010627,org.intermine.model.bio.GOAnnotation
,,1010640,1001873,1010641,org.intermine.model.bio.GOAnnotation
,,1010644,1010642,1010641,org.intermine.model.bio.GOAnnotation
,,1010646,1001251,1010641,org.intermine.model.bio.GOAnnotation
,,1010649,1010647,1010641,org.intermine.model.bio.GOAnnotation
,,1010651,1007876,1010641,org.intermine.model.bio.GOAnnotation
,,1010657,1001142,1010658,org.intermine.model.bio.GOAnnotation
,,1010660,1002795,1010658,org.intermine.model.bio.GOAnnotation
,,1010677,1000478,1010678,org.intermine.model.bio.GOAnnotation
,,1010680,1001088,1010678,org.intermine.model.bio.GOAnnotation
,,1010705,1008491,1010706,org.intermine.model.bio.GOAnnotation
,,1010708,1008495,1010706,org.intermine.model.bio.GOAnnotation
,,1010710,1008498,1010706,org.intermine.model.bio.GOAnnotation
,,1010752,1010750,1010753,org.intermine.model.bio.GOAnnotation
,,1010755,1001880,1010753,org.intermine.model.bio.GOAnnotation
,,1010766,1003267,1010767,org.intermine.model.bio.GOAnnotation
,,1010769,1001223,1010767,org.intermine.model.bio.GOAnnotation
,,1010775,1001873,1010776,org.intermine.model.bio.GOAnnotation
,,1010779,1010777,1010776,org.intermine.model.bio.GOAnnotation
,,1010785,1002409,1010786,org.intermine.model.bio.GOAnnotation
,,1010789,1010787,1010786,org.intermine.model.bio.GOAnnotation
,,1010792,1010790,1010786,org.intermine.model.bio.GOAnnotation
,,1010795,1010793,1010786,org.intermine.model.bio.GOAnnotation
,,1010804,1010802,1010805,org.intermine.model.bio.GOAnnotation
,,1010807,1004892,1010805,org.intermine.model.bio.GOAnnotation
,,1010809,1001888,1010805,org.intermine.model.bio.GOAnnotation
,,1010812,1010810,1010805,org.intermine.model.bio.GOAnnotation
,,1010844,1001142,1010845,org.intermine.model.bio.GOAnnotation
,,1010847,1002795,1010845,org.intermine.model.bio.GOAnnotation
,,1010854,1001451,1010855,org.intermine.model.bio.GOAnnotation
,,1010857,1001676,1010855,org.intermine.model.bio.GOAnnotation
,,1010863,1001176,1010864,org.intermine.model.bio.GOAnnotation
,,1010866,1001180,1010864,org.intermine.model.bio.GOAnnotation
,,1010868,1001183,1010864,org.intermine.model.bio.GOAnnotation
,,1010907,1010905,1010908,org.intermine.model.bio.GOAnnotation
,,1010919,1001676,1010920,org.intermine.model.bio.GOAnnotation
,,1010927,1010925,1010928,org.intermine.model.bio.GOAnnotation
,,1010930,1009756,1010928,org.intermine.model.bio.GOAnnotation
,,1010932,1001223,1010928,org.intermine.model.bio.GOAnnotation
,,1010939,1010937,1010940,org.intermine.model.bio.GOAnnotation
,,1010947,1010945,1010948,org.intermine.model.bio.GOAnnotation
,,1011008,1011006,1011009,org.intermine.model.bio.GOAnnotation
,,1011011,1001462,1011009,org.intermine.model.bio.GOAnnotation
,,1011014,1011012,1011009,org.intermine.model.bio.GOAnnotation
,,1011017,1011015,1011009,org.intermine.model.bio.GOAnnotation
,,1011049,1002802,1011050,org.intermine.model.bio.GOAnnotation
,,1011052,1004766,1011050,org.intermine.model.bio.GOAnnotation
,,1011054,1004770,1011050,org.intermine.model.bio.GOAnnotation
,,1011060,1001458,1011061,org.intermine.model.bio.GOAnnotation
,,1011063,1001462,1011061,org.intermine.model.bio.GOAnnotation
,,1011075,1004766,1011076,org.intermine.model.bio.GOAnnotation
,,1011078,1001107,1011076,org.intermine.model.bio.GOAnnotation
,,1011084,1001088,1011085,org.intermine.model.bio.GOAnnotation
,,1011087,1001462,1011085,org.intermine.model.bio.GOAnnotation
,,1011093,1002290,1011094,org.intermine.model.bio.GOAnnotation
,,1011097,1011095,1011094,org.intermine.model.bio.GOAnnotation
,,1011099,1001877,1011094,org.intermine.model.bio.GOAnnotation
,,1011101,1001748,1011094,org.intermine.model.bio.GOAnnotation
,,1011104,1011102,1011094,org.intermine.model.bio.GOAnnotation
,,1011107,1011105,1011094,org.intermine.model.bio.GOAnnotation
,,1011109,1001888,1011094,org.intermine.model.bio.GOAnnotation
,,1011115,1001873,1011116,org.intermine.model.bio.GOAnnotation
,,1011118,1001223,1011116,org.intermine.model.bio.GOAnnotation
,,1011134,1001451,1011135,org.intermine.model.bio.GOAnnotation
,,1011179,1001088,1011180,org.intermine.model.bio.GOAnnotation
,,1011182,1001462,1011180,org.intermine.model.bio.GOAnnotation
,,1011188,1001873,1011189,org.intermine.model.bio.GOAnnotation
,,1011191,1008143,1011189,org.intermine.model.bio.GOAnnotation
,,1011193,1002802,1011189,org.intermine.model.bio.GOAnnotation
,,1011195,1008146,1011189,org.intermine.model.bio.GOAnnotation
,,1011197,1001676,1011189,org.intermine.model.bio.GOAnnotation
,,1011234,1001859,1011235,org.intermine.model.bio.GOAnnotation
,,1011237,1001863,1011235,org.intermine.model.bio.GOAnnotation
,,1011239,1001676,1011235,org.intermine.model.bio.GOAnnotation
,,1011314,1002613,1011315,org.intermine.model.bio.GOAnnotation
,,1011317,1009608,1011315,org.intermine.model.bio.GOAnnotation
,,1011334,1001176,1011335,org.intermine.model.bio.GOAnnotation
,,1011337,1001180,1011335,org.intermine.model.bio.GOAnnotation
,,1011339,1001183,1011335,org.intermine.model.bio.GOAnnotation
,,1011346,1011344,1011347,org.intermine.model.bio.GOAnnotation
,,1011349,1001873,1011347,org.intermine.model.bio.GOAnnotation
,,1011352,1011350,1011347,org.intermine.model.bio.GOAnnotation
,,1011354,1001165,1011347,org.intermine.model.bio.GOAnnotation
,,1011360,1000478,1011361,org.intermine.model.bio.GOAnnotation
,,1011364,1011362,1011361,org.intermine.model.bio.GOAnnotation
,,1011392,1010937,1011393,org.intermine.model.bio.GOAnnotation
,,1011396,1011394,1011393,org.intermine.model.bio.GOAnnotation
,,1011399,1011397,1011393,org.intermine.model.bio.GOAnnotation
,,1011421,1001859,1011422,org.intermine.model.bio.GOAnnotation
,,1011424,1001863,1011422,org.intermine.model.bio.GOAnnotation
,,1011426,1001676,1011422,org.intermine.model.bio.GOAnnotation
,,1011459,1001088,1011460,org.intermine.model.bio.GOAnnotation
,,1011463,1011461,1011460,org.intermine.model.bio.GOAnnotation
,,1011466,1011464,1011460,org.intermine.model.bio.GOAnnotation
,,1011473,1001142,1011474,org.intermine.model.bio.GOAnnotation
,,1011477,1011475,1011474,org.intermine.model.bio.GOAnnotation
,,1011480,1011478,1011474,org.intermine.model.bio.GOAnnotation
,,1011486,1001251,1011487,org.intermine.model.bio.GOAnnotation
,,1011523,1001742,1011524,org.intermine.model.bio.GOAnnotation
,,1011527,1011525,1011524,org.intermine.model.bio.GOAnnotation
,,1011552,1001251,1011553,org.intermine.model.bio.GOAnnotation
,,1011555,1003419,1011553,org.intermine.model.bio.GOAnnotation
,,1011557,1001056,1011553,org.intermine.model.bio.GOAnnotation
,,1011564,1008491,1011565,org.intermine.model.bio.GOAnnotation
,,1011567,1011475,1011565,org.intermine.model.bio.GOAnnotation
,,1011569,1008495,1011565,org.intermine.model.bio.GOAnnotation
,,1011619,1010937,1011620,org.intermine.model.bio.GOAnnotation
,,1011623,1011621,1011620,org.intermine.model.bio.GOAnnotation
,,1011643,1001056,1011644,org.intermine.model.bio.GOAnnotation
,,1011723,1000478,1011724,org.intermine.model.bio.GOAnnotation
,,1011726,1001088,1011724,org.intermine.model.bio.GOAnnotation
,,1011732,1000478,1011733,org.intermine.model.bio.GOAnnotation
,,1011739,1001223,1011740,org.intermine.model.bio.GOAnnotation
,,1011742,1001462,1011740,org.intermine.model.bio.GOAnnotation
,,1011771,1003531,1011772,org.intermine.model.bio.GOAnnotation
,,1011774,1005723,1011772,org.intermine.model.bio.GOAnnotation
,,1011776,1005726,1011772,org.intermine.model.bio.GOAnnotation
,,1011778,1001165,1011772,org.intermine.model.bio.GOAnnotation
,,1011780,1001676,1011772,org.intermine.model.bio.GOAnnotation
,,1011782,1005494,1011772,org.intermine.model.bio.GOAnnotation
,,1011831,1008155,1011832,org.intermine.model.bio.GOAnnotation
,,1011835,1011833,1011832,org.intermine.model.bio.GOAnnotation
,,1011837,1007353,1011832,org.intermine.model.bio.GOAnnotation
,,1011839,1001676,1011832,org.intermine.model.bio.GOAnnotation
,,1011841,1007356,1011832,org.intermine.model.bio.GOAnnotation
,,1011863,1002802,1011864,org.intermine.model.bio.GOAnnotation
,,1011866,1004766,1011864,org.intermine.model.bio.GOAnnotation
,,1011868,1004770,1011864,org.intermine.model.bio.GOAnnotation
,,1011874,1003973,1011875,org.intermine.model.bio.GOAnnotation
,,1011877,1001742,1011875,org.intermine.model.bio.GOAnnotation
,,1011902,1002465,1011903,org.intermine.model.bio.GOAnnotation
,,1011906,1011904,1011903,org.intermine.model.bio.GOAnnotation
,,1011909,1011907,1011903,org.intermine.model.bio.GOAnnotation
,,1011912,1011910,1011903,org.intermine.model.bio.GOAnnotation
,,1011937,1011935,1011938,org.intermine.model.bio.GOAnnotation
,,1011941,1011939,1011938,org.intermine.model.bio.GOAnnotation
,,1011943,1001088,1011938,org.intermine.model.bio.GOAnnotation
,,1011949,1001873,1011950,org.intermine.model.bio.GOAnnotation
,,1011953,1011951,1011950,org.intermine.model.bio.GOAnnotation
,,1011956,1011954,1011950,org.intermine.model.bio.GOAnnotation
,,1011993,1011991,1011994,org.intermine.model.bio.GOAnnotation
,,1012010,1000478,1012011,org.intermine.model.bio.GOAnnotation
,,1012013,1001088,1012011,org.intermine.model.bio.GOAnnotation
,,1012095,1012093,1012096,org.intermine.model.bio.GOAnnotation
,,1012099,1012097,1012096,org.intermine.model.bio.GOAnnotation
,,1012116,1001142,1012117,org.intermine.model.bio.GOAnnotation
,,1012119,1002167,1012117,org.intermine.model.bio.GOAnnotation
,,1012125,1002224,1012126,org.intermine.model.bio.GOAnnotation
,,1012128,1005641,1012126,org.intermine.model.bio.GOAnnotation
,,1012130,1005644,1012126,org.intermine.model.bio.GOAnnotation
,,1012132,1001088,1012126,org.intermine.model.bio.GOAnnotation
,,1012134,1005649,1012126,org.intermine.model.bio.GOAnnotation
,,1012140,1001056,1012141,org.intermine.model.bio.GOAnnotation
,,1012148,1000478,1012149,org.intermine.model.bio.GOAnnotation
,,1012214,1012212,1012215,org.intermine.model.bio.GOAnnotation
,,1012217,1001223,1012215,org.intermine.model.bio.GOAnnotation
,,1012220,1012218,1012215,org.intermine.model.bio.GOAnnotation
,,1012222,1001676,1012215,org.intermine.model.bio.GOAnnotation
,,1012244,1012242,1012245,org.intermine.model.bio.GOAnnotation
,,1012248,1012246,1012245,org.intermine.model.bio.GOAnnotation
,,1012254,1001056,1012255,org.intermine.model.bio.GOAnnotation
,,1012364,1012212,1012365,org.intermine.model.bio.GOAnnotation
,,1012367,1012218,1012365,org.intermine.model.bio.GOAnnotation
,,1012369,1001676,1012365,org.intermine.model.bio.GOAnnotation
,,1012386,1001742,1012387,org.intermine.model.bio.GOAnnotation
,,1012389,1001104,1012387,org.intermine.model.bio.GOAnnotation
,,1012442,1001621,1012443,org.intermine.model.bio.GOAnnotation
,,1012455,1012453,1012456,org.intermine.model.bio.GOAnnotation
,,1012459,1012457,1012456,org.intermine.model.bio.GOAnnotation
,,1012461,1001873,1012456,org.intermine.model.bio.GOAnnotation
,,1012478,1012476,1012479,org.intermine.model.bio.GOAnnotation
,,1012524,1004766,1012525,org.intermine.model.bio.GOAnnotation
,,1012557,1001451,1012558,org.intermine.model.bio.GOAnnotation
,,1012564,1001458,1012565,org.intermine.model.bio.GOAnnotation
,,1012610,1001859,1012611,org.intermine.model.bio.GOAnnotation
,,1012613,1001863,1012611,org.intermine.model.bio.GOAnnotation
,,1012615,1001676,1012611,org.intermine.model.bio.GOAnnotation
,,1012650,1002079,1012651,org.intermine.model.bio.GOAnnotation
,,1012654,1012652,1012651,org.intermine.model.bio.GOAnnotation
,,1012657,1012655,1012651,org.intermine.model.bio.GOAnnotation
,,1012683,1004295,1012684,org.intermine.model.bio.GOAnnotation
,,1012686,1001863,1012684,org.intermine.model.bio.GOAnnotation
,,1012688,1001676,1012684,org.intermine.model.bio.GOAnnotation
,,1012732,1001844,1012733,org.intermine.model.bio.GOAnnotation
,,1012735,1001742,1012733,org.intermine.model.bio.GOAnnotation
,,1012741,1001056,1012742,org.intermine.model.bio.GOAnnotation
,,1012793,1001176,1012794,org.intermine.model.bio.GOAnnotation
,,1012796,1006600,1012794,org.intermine.model.bio.GOAnnotation
,,1012798,1001183,1012794,org.intermine.model.bio.GOAnnotation
,,1012847,1012845,1012848,org.intermine.model.bio.GOAnnotation
,,1012850,1002802,1012848,org.intermine.model.bio.GOAnnotation
,,1012853,1012851,1012848,org.intermine.model.bio.GOAnnotation
,,1012884,1007541,1012885,org.intermine.model.bio.GOAnnotation
,,1012896,1006788,1012897,org.intermine.model.bio.GOAnnotation
,,1012900,1012898,1012897,org.intermine.model.bio.GOAnnotation
,,1012902,1003043,1012897,org.intermine.model.bio.GOAnnotation
,,1012904,1001223,1012897,org.intermine.model.bio.GOAnnotation
,,1012907,1012905,1012897,org.intermine.model.bio.GOAnnotation
,,1012920,1001142,1012921,org.intermine.model.bio.GOAnnotation
,,1012923,1007031,1012921,org.intermine.model.bio.GOAnnotation
,,1012925,1002167,1012921,org.intermine.model.bio.GOAnnotation
,,1013017,1008826,1013018,org.intermine.model.bio.GOAnnotation
,,1013021,1013019,1013018,org.intermine.model.bio.GOAnnotation
,,1013027,1001142,1013028,org.intermine.model.bio.GOAnnotation
,,1013030,1010937,1013028,org.intermine.model.bio.GOAnnotation
,,1013032,1011621,1013028,org.intermine.model.bio.GOAnnotation
,,1013045,1013043,1013046,org.intermine.model.bio.GOAnnotation
,,1013048,1001873,1013046,org.intermine.model.bio.GOAnnotation
,,1013051,1013049,1013046,org.intermine.model.bio.GOAnnotation
,,1013059,1013057,1013060,org.intermine.model.bio.GOAnnotation
,,1013063,1013061,1013060,org.intermine.model.bio.GOAnnotation
,,1013066,1013064,1013060,org.intermine.model.bio.GOAnnotation
,,1013068,1001888,1013060,org.intermine.model.bio.GOAnnotation
,,1013080,1008491,1013081,org.intermine.model.bio.GOAnnotation
,,1013083,1008495,1013081,org.intermine.model.bio.GOAnnotation
,,1013085,1008498,1013081,org.intermine.model.bio.GOAnnotation
,,1013158,1004504,1013159,org.intermine.model.bio.GOAnnotation
,,1013185,1002405,1013186,org.intermine.model.bio.GOAnnotation
,,1013189,1013187,1013186,org.intermine.model.bio.GOAnnotation
,,1013225,1001458,1013226,org.intermine.model.bio.GOAnnotation
,,1013228,1002802,1013226,org.intermine.model.bio.GOAnnotation
,,1013234,1006788,1013235,org.intermine.model.bio.GOAnnotation
,,1013237,1001451,1013235,org.intermine.model.bio.GOAnnotation
,,1013273,1002224,1013274,org.intermine.model.bio.GOAnnotation
,,1013276,1000593,1013274,org.intermine.model.bio.GOAnnotation
,,1013282,1002003,1013283,org.intermine.model.bio.GOAnnotation
,,1013285,1001630,1013283,org.intermine.model.bio.GOAnnotation
,,1013287,1001223,1013283,org.intermine.model.bio.GOAnnotation
,,1013289,1001451,1013283,org.intermine.model.bio.GOAnnotation
,,1013295,1001165,1013296,org.intermine.model.bio.GOAnnotation
,,1013298,1001169,1013296,org.intermine.model.bio.GOAnnotation
,,1013310,1000478,1013311,org.intermine.model.bio.GOAnnotation
,,1013313,1001088,1013311,org.intermine.model.bio.GOAnnotation
,,1013323,1001104,1013324,org.intermine.model.bio.GOAnnotation
,,1013344,1007275,1013345,org.intermine.model.bio.GOAnnotation
,,1013351,1003043,1013352,org.intermine.model.bio.GOAnnotation
,,1013354,1001088,1013352,org.intermine.model.bio.GOAnnotation
,,1013378,1000478,1013379,org.intermine.model.bio.GOAnnotation
,,1013405,1001142,1013406,org.intermine.model.bio.GOAnnotation
,,1013409,1013407,1013406,org.intermine.model.bio.GOAnnotation
,,1013411,1002802,1013406,org.intermine.model.bio.GOAnnotation
,,1013413,1002415,1013406,org.intermine.model.bio.GOAnnotation
,,1013415,1002167,1013406,org.intermine.model.bio.GOAnnotation
,,1013422,1013420,1013423,org.intermine.model.bio.GOAnnotation
,,1013426,1013424,1013423,org.intermine.model.bio.GOAnnotation
,,1013449,1001223,1013450,org.intermine.model.bio.GOAnnotation
,,1013452,1001451,1013450,org.intermine.model.bio.GOAnnotation
,,1013454,1003006,1013450,org.intermine.model.bio.GOAnnotation
,,1013518,1007349,1013519,org.intermine.model.bio.GOAnnotation
,,1013521,1007353,1013519,org.intermine.model.bio.GOAnnotation
,,1013523,1007356,1013519,org.intermine.model.bio.GOAnnotation
,,1013553,1001251,1013554,org.intermine.model.bio.GOAnnotation
,,1013566,1000478,1013567,org.intermine.model.bio.GOAnnotation
,,1013569,1007031,1013567,org.intermine.model.bio.GOAnnotation
,,1013571,1005031,1013567,org.intermine.model.bio.GOAnnotation
,,1013573,1001223,1013567,org.intermine.model.bio.GOAnnotation
,,1013575,1002167,1013567,org.intermine.model.bio.GOAnnotation
,,1013577,1001918,1013567,org.intermine.model.bio.GOAnnotation
,,1013580,1013578,1013567,org.intermine.model.bio.GOAnnotation
,,1013685,1000478,1013686,org.intermine.model.bio.GOAnnotation
,,1013688,1007275,1013686,org.intermine.model.bio.GOAnnotation
,,1013690,1001088,1013686,org.intermine.model.bio.GOAnnotation
,,1013692,1001223,1013686,org.intermine.model.bio.GOAnnotation
,,1013744,1001142,1013745,org.intermine.model.bio.GOAnnotation
,,1013747,1001636,1013745,org.intermine.model.bio.GOAnnotation
,,1013749,1001104,1013745,org.intermine.model.bio.GOAnnotation
,,1013751,1001451,1013745,org.intermine.model.bio.GOAnnotation
,,1013757,1002465,1013758,org.intermine.model.bio.GOAnnotation
,,1013761,1013759,1013758,org.intermine.model.bio.GOAnnotation
,,1013764,1013762,1013758,org.intermine.model.bio.GOAnnotation
,,1013776,1007541,1013777,org.intermine.model.bio.GOAnnotation
,,1013783,1008350,1013784,org.intermine.model.bio.GOAnnotation
,,1013786,1008354,1013784,org.intermine.model.bio.GOAnnotation
,,1013788,1008357,1013784,org.intermine.model.bio.GOAnnotation
,,1013809,1001088,1013810,org.intermine.model.bio.GOAnnotation
,,1013812,1001462,1013810,org.intermine.model.bio.GOAnnotation
,,1013884,1006398,1013885,org.intermine.model.bio.GOAnnotation
,,1013906,1012476,1013907,org.intermine.model.bio.GOAnnotation
,,1013975,1002409,1013976,org.intermine.model.bio.GOAnnotation
,,1013979,1013977,1013976,org.intermine.model.bio.GOAnnotation
,,1013981,1003419,1013976,org.intermine.model.bio.GOAnnotation
,,1013983,1001056,1013976,org.intermine.model.bio.GOAnnotation
,,1013986,1013984,1013976,org.intermine.model.bio.GOAnnotation
,,1013988,1001676,1013976,org.intermine.model.bio.GOAnnotation
,,1013990,1009153,1013976,org.intermine.model.bio.GOAnnotation
,,1014007,1003527,1014008,org.intermine.model.bio.GOAnnotation
,,1014011,1014009,1014008,org.intermine.model.bio.GOAnnotation
,,1014013,1003531,1014008,org.intermine.model.bio.GOAnnotation
,,1014015,1001223,1014008,org.intermine.model.bio.GOAnnotation
,,1014017,1001676,1014008,org.intermine.model.bio.GOAnnotation
,,1014020,1014018,1014008,org.intermine.model.bio.GOAnnotation
,,1014026,1003531,1014027,org.intermine.model.bio.GOAnnotation
,,1014029,1009435,1014027,org.intermine.model.bio.GOAnnotation
,,1014031,1009441,1014027,org.intermine.model.bio.GOAnnotation
,,1014034,1014032,1014027,org.intermine.model.bio.GOAnnotation
,,1014036,1002167,1014027,org.intermine.model.bio.GOAnnotation
,,1014042,1001176,1014043,org.intermine.model.bio.GOAnnotation
,,1014045,1001180,1014043,org.intermine.model.bio.GOAnnotation
,,1014047,1001183,1014043,org.intermine.model.bio.GOAnnotation
,,1014053,1004780,1014054,org.intermine.model.bio.GOAnnotation
,,1014057,1014055,1014054,org.intermine.model.bio.GOAnnotation
,,1014059,1001451,1014054,org.intermine.model.bio.GOAnnotation
,,1014061,1001676,1014054,org.intermine.model.bio.GOAnnotation
,,1014121,1001859,1014122,org.intermine.model.bio.GOAnnotation
,,1014124,1001863,1014122,org.intermine.model.bio.GOAnnotation
,,1014126,1001676,1014122,org.intermine.model.bio.GOAnnotation
,,1014132,1002613,1014133,org.intermine.model.bio.GOAnnotation
,,1014135,1002688,1014133,org.intermine.model.bio.GOAnnotation
,,1014137,1002616,1014133,org.intermine.model.bio.GOAnnotation
,,1014147,1014145,1014148,org.intermine.model.bio.GOAnnotation
,,1014151,1014149,1014148,org.intermine.model.bio.GOAnnotation
,,1014167,1012845,1014168,org.intermine.model.bio.GOAnnotation
,,1014170,1002802,1014168,org.intermine.model.bio.GOAnnotation
,,1014173,1014171,1014168,org.intermine.model.bio.GOAnnotation
,,1014193,1001088,1014194,org.intermine.model.bio.GOAnnotation
,,1014196,1001223,1014194,org.intermine.model.bio.GOAnnotation
,,1014198,1001462,1014194,org.intermine.model.bio.GOAnnotation
,,1014216,1000478,1014217,org.intermine.model.bio.GOAnnotation
,,1014220,1014218,1014217,org.intermine.model.bio.GOAnnotation
,,1014223,1014221,1014217,org.intermine.model.bio.GOAnnotation
,,1014225,1008813,1014217,org.intermine.model.bio.GOAnnotation
,,1014266,1010925,1014267,org.intermine.model.bio.GOAnnotation
,,1014269,1009756,1014267,org.intermine.model.bio.GOAnnotation
,,1014271,1001462,1014267,org.intermine.model.bio.GOAnnotation
,,1014277,1000478,1014278,org.intermine.model.bio.GOAnnotation
,,1014280,1011362,1014278,org.intermine.model.bio.GOAnnotation
,,1014287,1001176,1014288,org.intermine.model.bio.GOAnnotation
,,1014290,1001180,1014288,org.intermine.model.bio.GOAnnotation
,,1014292,1001183,1014288,org.intermine.model.bio.GOAnnotation
,,1014367,1003338,1014368,org.intermine.model.bio.GOAnnotation
,,1014370,1001165,1014368,org.intermine.model.bio.GOAnnotation
,,1014396,1000478,1014397,org.intermine.model.bio.GOAnnotation
,,1014399,1001458,1014397,org.intermine.model.bio.GOAnnotation
,,1014401,1001088,1014397,org.intermine.model.bio.GOAnnotation
,,1014403,1001462,1014397,org.intermine.model.bio.GOAnnotation
,,1014419,1006649,1014420,org.intermine.model.bio.GOAnnotation
,,1014422,1006685,1014420,org.intermine.model.bio.GOAnnotation
,,1014424,1001451,1014420,org.intermine.model.bio.GOAnnotation
,,1014426,1005238,1014420,org.intermine.model.bio.GOAnnotation
,,1014474,1003367,1014475,org.intermine.model.bio.GOAnnotation
,,1014477,1001462,1014475,org.intermine.model.bio.GOAnnotation
,,1014479,1001676,1014475,org.intermine.model.bio.GOAnnotation
,,1014493,1002456,1014494,org.intermine.model.bio.GOAnnotation
,,1014496,1002462,1014494,org.intermine.model.bio.GOAnnotation
,,1014498,1001859,1014494,org.intermine.model.bio.GOAnnotation
,,1014500,1002468,1014494,org.intermine.model.bio.GOAnnotation
,,1014502,1001676,1014494,org.intermine.model.bio.GOAnnotation
,,1014534,1014532,1014535,org.intermine.model.bio.GOAnnotation
,,1014538,1014536,1014535,org.intermine.model.bio.GOAnnotation
,,1014541,1014539,1014535,org.intermine.model.bio.GOAnnotation
,,1014544,1014542,1014535,org.intermine.model.bio.GOAnnotation
,,1014550,1010925,1014551,org.intermine.model.bio.GOAnnotation
,,1014553,1009756,1014551,org.intermine.model.bio.GOAnnotation
,,1014555,1001462,1014551,org.intermine.model.bio.GOAnnotation
,,1014561,1002374,1014562,org.intermine.model.bio.GOAnnotation
,,1014568,1001251,1014569,org.intermine.model.bio.GOAnnotation
,,1014571,1003419,1014569,org.intermine.model.bio.GOAnnotation
,,1014573,1007880,1014569,org.intermine.model.bio.GOAnnotation
,,1014575,1001056,1014569,org.intermine.model.bio.GOAnnotation
,,1014581,1003367,1014582,org.intermine.model.bio.GOAnnotation
,,1014584,1001462,1014582,org.intermine.model.bio.GOAnnotation
,,1014586,1001676,1014582,org.intermine.model.bio.GOAnnotation
,,1014593,1014591,1014594,org.intermine.model.bio.GOAnnotation
,,1014666,1001859,1014667,org.intermine.model.bio.GOAnnotation
,,1014669,1001863,1014667,org.intermine.model.bio.GOAnnotation
,,1014671,1001676,1014667,org.intermine.model.bio.GOAnnotation
,,1014716,1001088,1014717,org.intermine.model.bio.GOAnnotation
,,1014740,1008155,1014741,org.intermine.model.bio.GOAnnotation
,,1014743,1011833,1014741,org.intermine.model.bio.GOAnnotation
,,1014745,1007353,1014741,org.intermine.model.bio.GOAnnotation
,,1014747,1001676,1014741,org.intermine.model.bio.GOAnnotation
,,1014749,1007356,1014741,org.intermine.model.bio.GOAnnotation
,,1014788,1001088,1014789,org.intermine.model.bio.GOAnnotation
,,1014795,1014009,1014796,org.intermine.model.bio.GOAnnotation
,,1014798,1014018,1014796,org.intermine.model.bio.GOAnnotation
,,1014804,1001176,1014805,org.intermine.model.bio.GOAnnotation
,,1014807,1006600,1014805,org.intermine.model.bio.GOAnnotation
,,1014809,1001183,1014805,org.intermine.model.bio.GOAnnotation
,,1014815,1001165,1014816,org.intermine.model.bio.GOAnnotation
,,1014819,1014817,1014816,org.intermine.model.bio.GOAnnotation
,,1014831,1001180,1014832,org.intermine.model.bio.GOAnnotation
,,1014874,1010305,1014875,org.intermine.model.bio.GOAnnotation
,,1014877,1002293,1014875,org.intermine.model.bio.GOAnnotation
,,1014880,1014878,1014875,org.intermine.model.bio.GOAnnotation
,,1014882,1001880,1014875,org.intermine.model.bio.GOAnnotation
,,1014884,1001748,1014875,org.intermine.model.bio.GOAnnotation
,,1014934,1002385,1014935,org.intermine.model.bio.GOAnnotation
,,1014937,1002389,1014935,org.intermine.model.bio.GOAnnotation
,,1014939,1001056,1014935,org.intermine.model.bio.GOAnnotation
,,1014945,1002374,1014946,org.intermine.model.bio.GOAnnotation
