exons,transcripts
2024433,2024405
2024439,2024437
2024445,2024443
2024451,2024449
2024457,2024455
2024459,2024455
2024465,2024463
2024471,2024469
2024473,2024469
2024479,2024477
2024481,2024477
2024483,2024477
2024485,2024477
2024487,2024477
2024489,2024477
2024495,2024493
2024497,2024493
2024499,2024493
2024505,2024503
2024511,2024509
2024517,2024515
2024523,2024521
2024525,2024521
2024527,2024521
2024533,2024531
2024539,2024537
2024541,2024537
2024547,2024545
2024549,2024545
2024551,2024545
2024553,2024545
2024555,2024545
2024561,2024559
2024567,2024565
2024573,2024571
2024579,2024577
2024585,2024583
2024591,2024589
2024593,2024589
2024599,2024597
2024601,2024597
2024603,2024597
2024609,2024607
2024611,2024607
2024613,2024607
2024619,2024617
2024625,2024623
2024627,2024623
2024633,2024631
2024635,2024631
2024641,2024639
2024647,2024645
2024653,2024651
2024659,2024657
2024665,2024663
2024671,2024669
2024677,2024675
2024679,2024675
2024681,2024675
2024687,2024685
2024693,2024691
2024695,2024691
2024697,2024691
2024703,2024701
2024709,2024707
2024715,2024713
2024717,2024713
2024719,2024713
2024721,2024713
2024723,2024713
2024729,2024727
2024731,2024727
2024733,2024727
2024735,2024727
2024737,2024727
2024739,2024727
2024741,2024727
2024743,2024727
2024745,2024727
2024747,2024727
2024749,2024727
2024751,2024727
2024753,2024727
2024755,2024727
2024761,2024759
2024763,2024759
2024769,2024767
2024775,2024773
2024781,2024779
2024783,2024779
2024785,2024779
2024791,2024789
2024793,2024789
2024799,2024797
2024801,2024797
2024803,2024797
2024805,2024797
2024807,2024797
2024809,2024797
2024811,2024797
2024813,2024797
2024815,2024797
2024817,2024797
2024819,2024797
2024825,2024823
2024827,2024823
2024833,2024831
2024835,2024831
2024837,2024831
2024839,2024831
2024841,2024831
2024847,2024845
2024849,2024845
2024851,2024845
2024853,2024845
2024859,2024857
2024865,2024863
2024867,2024863
2024869,2024863
2024871,2024863
2024873,2024863
2024879,2024877
2024881,2024877
2024883,2024877
2024885,2024877
2024887,2024877
2024889,2024877
2024891,2024877
2024893,2024877
2024895,2024877
2024897,2024877
2024903,2024901
2024909,2024907
2024911,2024907
2024913,2024907
2024915,2024907
2024917,2024907
2024919,2024907
2024921,2024907
2024927,2024925
2024929,2024925
2024935,2024933
2024941,2024939
2024948,2024946
2024954,2024952
2024956,2024952
2024958,2024952
2024960,2024952
2024962,2024952
2024968,2024966
2024974,2024972
2024980,2024978
2024982,2024978
2024988,2024986
2024990,2024986
2024992,2024986
2024994,2024986
2024996,2024986
2025002,2025000
2025004,2025000
2025006,2025000
2025012,2025010
2025014,2025010
2025020,2025018
2025022,2025018
2025028,2025026
2025030,2025026
2025032,2025026
2025034,2025026
2025036,2025026
2025038,2025026
2025045,2025043
2025047,2025043
2025049,2025043
2025055,2025053
2025061,2025059
2025063,2025059
2025069,2025067
2025075,2025073
2025081,2025079
2025083,2025079
2025089,2025087
2025091,2025087
2025093,2025087
2025099,2025097
2025101,2025097
2025103,2025097
2025109,2025107
2025111,2025107
2025113,2025107
2025120,2025118
2025122,2025118
2025128,2025126
2025135,2025133
2025137,2025133
2025139,2025133
2025141,2025133
2025143,2025133
2025145,2025133
2025147,2025133
2025149,2025133
2025151,2025133
2025157,2025155
2025163,2025161
2025169,2025167
2025175,2025173
2025181,2025179
2025183,2025179
2025185,2025179
2025191,2025189
2025193,2025189
2025195,2025189
2025197,2025189
2025199,2025189
2025205,2025203
2025207,2025203
2025209,2025203
2025211,2025203
2025213,2025203
2025219,2025217
2025225,2025223
2025227,2025223
2025233,2025231
2025239,2025237
2025241,2025237
2025247,2025245
2025253,2025251
2025259,2025257
2025265,2025263
2025271,2025269
2025277,2025275
2025279,2025275
2025281,2025275
2025287,2025285
2025289,2025285
2025295,2025293
2025301,2025299
2025307,2025305
2025313,2025311
2025315,2025311
2025317,2025311
2025323,2025321
2025329,2025327
2025331,2025327
2025337,2025335
2025339,2025335
2025345,2025343
2025347,2025343
2025349,2025343
2025355,2025353
2025357,2025353
2025359,2025353
2025361,2025353
2025363,2025353
2025365,2025353
2025367,2025353
2025369,2025353
2025371,2025353
2025373,2025353
2025375,2025353
2025377,2025353
2025383,2025381
2025385,2025381
2025391,2025389
2025393,2025389
2025395,2025389
2025397,2025389
2025399,2025389
2025401,2025389
2025403,2025389
2025405,2025389
2025407,2025389
2025413,2025411
2025415,2025411
2025421,2025419
2025423,2025419
2025429,2025427
2025431,2025427
2025433,2025427
2025439,2025437
2025441,2025437
2025447,2025445
2025449,2025445
2025451,2025445
2025457,2025455
2025463,2025461
2025465,2025461
2025467,2025461
2025469,2025461
2025475,2025473
2025477,2025473
2025483,2025481
2025485,2025481
2025487,2025481
2025489,2025481
2025495,2025493
2025502,2025500
2025504,2025500
2025506,2025500
2025512,2025510
2025518,2025516
2025524,2025522
2025530,2025528
2025532,2025528
2025534,2025528
2025536,2025528
2025542,2025540
2025544,2025540
2025546,2025540
2025552,2025550
2025554,2025550
2025556,2025550
2025558,2025550
2025564,2025562
2025566,2025562
2025572,2025570
2025578,2025576
2025584,2025582
2025590,2025588
2025592,2025588
2025598,2025596
2025604,2025602
2025610,2025608
2025612,2025608
2025614,2025608
2025620,2025618
2025622,2025618
2025628,2025626
2025630,2025626
2025636,2025634
2025638,2025634
2025644,2025642
2025650,2025648
2025656,2025654
2025658,2025654
2025660,2025654
2025662,2025654
2025664,2025654
2025670,2025668
2025676,2025674
2025682,2025680
2025688,2025686
2025694,2025692
2025696,2025692
2025698,2025692
2025700,2025692
2025702,2025692
2025704,2025692
2025710,2025708
2025716,2025714
2025718,2025714
2025720,2025714
2025722,2025714
2025724,2025714
2025726,2025714
2025732,2025730
2025738,2025736
2025740,2025736
2025746,2025744
2025753,2025751
2025755,2025751
2025757,2025751
2025759,2025751
2025765,2025763
2025771,2025769
2025777,2025775
2025783,2025781
2025789,2025787
2025791,2025787
2025797,2025795
2025799,2025795
2025801,2025795
2025807,2025805
2025809,2025805
2025815,2025813
2025817,2025813
2025823,2025821
2025825,2025821
2025827,2025821
2025829,2025821
2025831,2025821
2025837,2025835
2025839,2025835
2025845,2025843
2025851,2025849
2025853,2025849
2025855,2025849
2025857,2025849
2025863,2025861
2025869,2025867
2025871,2025867
2025877,2025875
2025883,2025881
2025885,2025881
2025891,2025889
2025897,2025895
2025899,2025895
2025905,2025903
2025907,2025903
2025909,2025903
2025911,2025903
2025913,2025903
2025919,2025917
2025925,2025923
2025927,2025923
2025929,2025923
2025935,2025933
2025937,2025933
2025939,2025933
2025941,2025933
2025943,2025933
2025945,2025933
2025947,2025933
2025953,2025951
2025959,2025957
2025965,2025963
2025967,2025963
2025969,2025963
2025971,2025963
2025973,2025963
2025975,2025963
2025977,2025963
2025979,2025963
2025986,2025984
2025988,2025984
2025990,2025984
2025992,2025984
2025994,2025984
2025996,2025984
2026002,2026000
2026004,2026000
2026006,2026000
2026008,2026000
2026010,2026000
2026012,2026000
2026014,2026000
2026016,2026000
2026018,2026000
2026020,2026000
2026022,2026000
2026024,2026000
2026030,2026028
2026036,2026034
2026042,2026040
2026048,2026046
2026054,2026052
2026060,2026058
2026062,2026058
2026064,2026058
2026066,2026058
2026068,2026058
2026070,2026058
2026072,2026058
2026074,2026058
2026076,2026058
2026082,2026080
2026084,2026080
2026086,2026080
2026088,2026080
2026090,2026080
2026092,2026080
2026094,2026080
2026096,2026080
2026102,2026100
2026108,2026106
2026110,2026106
2026116,2026114
2026122,2026120
2026128,2026126
2026134,2026132
2026140,2026138
2026146,2026144
2026152,2026150
2026158,2026156
2026164,2026162
2026166,2026162
2026168,2026162
2026170,2026162
2026172,2026162
2026178,2026176
2026180,2026176
2026186,2026184
2026188,2026184
2026190,2026184
2026192,2026184
2026198,2026196
2026205,2026203
2026207,2026203
2026213,2026211
2026215,2026211
2026221,2026219
2026223,2026219
2026229,2026227
2026235,2026233
2026241,2026239
2026243,2026239
2026245,2026239
2026251,2026249
2026257,2026255
2026263,2026261
2026269,2026267
2026275,2026273
2026281,2026279
2026287,2026285
2026293,2026291
2026299,2026297
2026305,2026303
2026307,2026303
2026309,2026303
2026311,2026303
2026313,2026303
2026315,2026303
2026321,2026319
2026327,2026325
2026329,2026325
2026331,2026325
2026333,2026325
2026335,2026325
2026337,2026325
2026339,2026325
2026341,2026325
2026343,2026325
2026349,2026347
2026351,2026347
2026353,2026347
2026355,2026347
2026361,2026359
2026367,2026365
2026373,2026371
2026375,2026371
2026377,2026371
2026379,2026371
2026381,2026371
2026387,2026385
2026389,2026385
2026395,2026393
2026401,2026399
2026407,2026405
2026413,2026411
2026420,2026418
2026422,2026418
2026424,2026418
2026426,2026418
2026428,2026418
2026430,2026418
2026436,2026434
2026442,2026440
2026444,2026440
2026446,2026440
2026448,2026440
2026454,2026452
2026456,2026452
2026458,2026452
2026460,2026452
2026462,2026452
2026464,2026452
2026470,2026468
2026472,2026468
2026478,2026476
2026480,2026476
2026482,2026476
2026484,2026476
2026486,2026476
2026488,2026476
2026490,2026476
2026492,2026476
2026494,2026476
2026496,2026476
2026498,2026476
2026500,2026476
2026502,2026476
2026504,2026476
2026506,2026476
2026512,2026510
2026518,2026516
2026520,2026516
2026522,2026516
2026528,2026526
2026534,2026532
2026536,2026532
2026542,2026540
2026548,2026546
2026550,2026546
2026552,2026546
2026558,2026556
2026560,2026556
2026562,2026556
2026568,2026566
2026570,2026566
2026576,2026574
2026578,2026574
2026584,2026582
2026586,2026582
2026588,2026582
2026590,2026582
2026592,2026582
2026594,2026582
2026596,2026582
2026598,2026582
2026600,2026582
2026606,2026604
2026608,2026604
2026614,2026612
2026616,2026612
2026622,2026620
2026628,2026626
2026634,2026632
2026636,2026632
2026638,2026632
2026640,2026632
2026642,2026632
2026644,2026632
2026646,2026632
2026653,2026651
2026655,2026651
2026657,2026651
2026659,2026651
2026661,2026651
2026663,2026651
2026669,2026667
2026671,2026667
2026673,2026667
2026675,2026667
2026677,2026667
2026679,2026667
2026685,2026683
2026687,2026683
2026693,2026691
2026699,2026697
2026701,2026697
2026707,2026705
2026713,2026711
2026719,2026717
2026721,2026717
2026727,2026725
2026733,2026731
2026739,2026737
2026741,2026737
2026743,2026737
2026749,2026747
2026755,2026753
2026761,2026759
2026763,2026759
2026765,2026759
2026771,2026769
2026773,2026769
2026775,2026769
2026777,2026769
2026783,2026781
2026789,2026787
2026795,2026793
2026801,2026799
2026807,2026805
2026813,2026811
2026815,2026811
2026817,2026811
2026819,2026811
2026821,2026811
2026823,2026811
2026825,2026811
2026827,2026811
2026829,2026811
2026835,2026833
2026837,2026833
2026844,2026842
2026846,2026842
2026852,2026850
2026854,2026850
2026856,2026850
2026862,2026860
2026868,2026866
2026874,2026872
2026876,2026872
2026878,2026872
2026880,2026872
2026882,2026872
2026884,2026872
2026886,2026872
2026888,2026872
2026890,2026872
2026896,2026894
2026902,2026900
2026904,2026900
2026906,2026900
2026908,2026900
2026914,2026912
2026916,2026912
2026922,2026920
2026928,2026926
2026934,2026932
2026940,2026938
2026942,2026938
2026944,2026938
2026950,2026948
2026952,2026948
2026954,2026948
2026956,2026948
2026958,2026948
2026960,2026948
2026962,2026948
2026964,2026948
2026966,2026948
2026968,2026948
2026970,2026948
2026972,2026948
2026974,2026948
2026976,2026948
2026978,2026948
2026980,2026948
2026986,2026984
2026988,2026984
2026990,2026984
2026992,2026984
2026994,2026984
2026996,2026984
2026998,2026984
2027000,2026984
2027002,2026984
2027008,2027006
2027014,2027012
2027016,2027012
2027022,2027020
2027024,2027020
2027026,2027020
2027032,2027030
2027034,2027030
2027040,2027038
2027046,2027044
2027052,2027050
2027058,2027056
2027064,2027062
2027066,2027062
2027072,2027070
2027078,2027076
2027084,2027082
2027086,2027082
2027092,2027090
2027094,2027090
2027100,2027098
2027106,2027104
2027112,2027110
2027114,2027110
2027116,2027110
2027118,2027110
2027120,2027110
2027122,2027110
2027124,2027110
2027126,2027110
2027128,2027110
2027130,2027110
2027136,2027134
2027142,2027140
2027144,2027140
2027150,2027148
2027152,2027148
2027154,2027148
2027160,2027158
2027162,2027158
2027168,2027166
2027174,2027172
2027180,2027178
2027186,2027184
2027192,2027190
2027194,2027190
2027200,2027198
2027202,2027198
2027204,2027198
2027210,2027208
2027212,2027208
2027214,2027208
2027220,2027218
2027222,2027218
2027224,2027218
2027226,2027218
2027232,2027230
2027234,2027230
2027240,2027238
2027246,2027244
2027248,2027244
2027254,2027252
2027260,2027258
2027266,2027264
2027272,2027270
2027274,2027270
2027280,2027278
2027282,2027278
2027288,2027286
2027294,2027292
2027296,2027292
2027298,2027292
2027305,2027303
2027311,2027309
2027317,2027315
2027319,2027315
2027321,2027315
2027323,2027315
2027329,2027327
2027335,2027333
2027341,2027339
2027343,2027339
2027349,2027347
2027355,2027353
2027357,2027353
2027359,2027353
2027361,2027353
2027363,2027353
2027365,2027353
2027367,2027353
2027373,2027371
2027375,2027371
2027377,2027371
2027383,2027381
2027389,2027387
2027395,2027393
2027401,2027399
2027407,2027405
2027409,2027405
2027411,2027405
2027413,2027405
2027419,2027417
2027425,2027423
2027431,2027429
2027437,2027435
2027443,2027441
2027449,2027447
2027455,2027453
2027461,2027459
2027463,2027459
2027465,2027459
2027471,2027469
2027473,2027469
2027475,2027469
2027477,2027469
2027479,2027469
2027481,2027469
2027483,2027469
2027489,2027487
2027495,2027493
2027501,2027499
2027503,2027499
2027509,2027507
2027515,2027513
2027517,2027513
2027523,2027521
2027525,2027521
2027531,2027529
2027537,2027535
2027543,2027541
2027550,2027548
2027556,2027554
2027558,2027554
2027560,2027554
2027562,2027554
2027564,2027554
2027566,2027554
2027572,2027570
2027574,2027570
2027580,2027578
2027586,2027584
2027592,2027590
2027594,2027590
2027600,2027598
2027606,2027604
2027612,2027610
2027618,2027616
2027624,2027622
2027630,2027628
2027632,2027628
2027634,2027628
2027640,2027638
2027646,2027644
2027652,2027650
2027654,2027650
2027660,2027658
2027666,2027664
2027672,2027670
2027674,2027670
2027676,2027670
2027678,2027670
2027684,2027682
2027690,2027688
2027692,2027688
2027698,2027696
2027700,2027696
2027706,2027704
2027708,2027704
2027710,2027704
2027716,2027714
2027722,2027720
2027724,2027720
2027726,2027720
2027732,2027730
2027738,2027736
2027744,2027742
2027746,2027742
2027753,2027751
2027755,2027751
2027757,2027751
2027759,2027751
2027765,2027763
2027767,2027763
2027769,2027763
2027775,2027773
2027777,2027773
2027779,2027773
2027785,2027783
2027787,2027783
2027793,2027791
2027799,2027797
2027805,2027803
2027811,2027809
2027813,2027809
2027815,2027809
2027821,2027819
2027823,2027819
2027829,2027827
2027835,2027833
2027841,2027839
2027843,2027839
2027845,2027839
2027847,2027839
2027853,2027851
2027855,2027851
2027857,2027851
2027859,2027851
2027861,2027851
2027863,2027851
2027869,2027867
2027875,2027873
2027877,2027873
2027883,2027881
2027885,2027881
2027891,2027889
2027893,2027889
2027899,2027897
2027905,2027903
2027911,2027909
2027913,2027909
2027915,2027909
2027921,2027919
2027923,2027919
2027929,2027927
2027931,2027927
2027937,2027935
2027939,2027935
2027945,2027943
2027951,2027949
2027953,2027949
2027955,2027949
2027957,2027949
2027963,2027961
2027965,2027961
2027967,2027961
2027969,2027961
2027971,2027961
2027973,2027961
2027975,2027961
2027981,2027979
2027983,2027979
2027989,2027987
2027995,2027993
2028001,2027999
2028003,2027999
2028009,2028007
2028015,2028013
2028017,2028013
2028023,2028021
2028029,2028027
2028035,2028033
2028041,2028039
2028043,2028039
2028045,2028039
2028051,2028049
2028057,2028055
2028063,2028061
2028065,2028061
2028071,2028069
2028073,2028069
2028079,2028077
2028086,2028084
2028088,2028084
2028090,2028084
2028096,2028094
2028098,2028094
2028100,2028094
2028102,2028094
2028108,2028106
2028110,2028106
2028116,2028114
2028122,2028120
2028128,2028126
2028130,2028126
2028136,2028134
2028142,2028140
2028144,2028140
2028146,2028140
2028148,2028140
2028150,2028140
2028152,2028140
2028154,2028140
2028156,2028140
2028158,2028140
2028160,2028140
2028162,2028140
2028168,2028166
2028170,2028166
2028172,2028166
2028174,2028166
2028176,2028166
2028178,2028166
2028180,2028166
2028186,2028184
2028188,2028184
2028190,2028184
2028192,2028184
2028198,2028196
2028200,2028196
2028202,2028196
2028204,2028196
2028206,2028196
2028212,2028210
2028218,2028216
2028220,2028216
2028222,2028216
2028228,2028226
2028230,2028226
2028232,2028226
2028234,2028226
2028236,2028226
2028238,2028226
2028240,2028226
2028242,2028226
2028244,2028226
2028246,2028226
2028248,2028226
2028250,2028226
2028252,2028226
2028254,2028226
2028256,2028226
2028262,2028260
2028268,2028266
2028270,2028266
2028272,2028266
2028278,2028276
2028280,2028276
2028286,2028284
2028292,2028290
2028294,2028290
2028302,2028300
2028309,2028307
2028316,2028314
2028318,2028314
2028320,2028314
2028322,2028314
2028324,2028314
2028326,2028314
2028328,2028314
2028330,2028314
2028337,2028335
2028344,2028342
2028346,2028342
2028348,2028342
2028350,2028342
2028352,2028342
2028354,2028342
2028356,2028342
2028358,2028342
2028365,2028363
2028367,2028363
2028374,2028372
2028376,2028372
2028378,2028372
2028380,2028372
2028382,2028372
2028384,2028372
2028391,2028389
2028398,2028396
2028405,2028403
2028407,2028403
2028409,2028403
2028411,2028403
2028413,2028403
2028420,2028418
2028422,2028418
2028424,2028418
2028431,2028429
2028433,2028429
2028435,2028429
2028437,2028429
2028444,2028442
2028446,2028442
2028453,2028451
2028460,2028458
2028467,2028465
2028469,2028465
2028471,2028465
2028478,2028476
2028485,2028483
2028492,2028490
2028494,2028490
2028500,2028498
2028507,2028505
2028514,2028512
2028516,2028512
2028523,2028521
2028530,2028528
2028532,2028528
2028539,2028537
2028546,2028544
2028553,2028551
2028555,2028551
2028562,2028560
2028568,2028566
2028570,2028566
2028577,2028575
2028584,2028582
2028586,2028582
2028593,2028591
2028600,2028598
2028602,2028598
2028609,2028607
2028611,2028607
2028618,2028616
2028625,2028623
2028627,2028623
2028634,2028632
2028641,2028639
2028648,2028646
2028655,2028653
2028657,2028653
2028664,2028662
2028666,2028662
2028673,2028671
2028675,2028671
2028682,2028680
2028684,2028680
2028686,2028680
2028693,2028691
2028700,2028698
2028707,2028705
2028714,2028712
2028716,2028712
2028723,2028721
2028725,2028721
2028727,2028721
2028729,2028721
2028736,2028734
2028743,2028741
2028745,2028741
2028752,2028750
2028754,2028750
2028761,2028759
2028768,2028766
2028775,2028773
2028782,2028780
2028784,2028780
2028786,2028780
2028793,2028791
2028800,2028798
2028802,2028798
2028809,2028807
2028811,2028807
2028813,2028807
2028820,2028818
2028827,2028825
2028829,2028825
2028831,2028825
2028838,2028836
2028845,2028843
2028847,2028843
2028854,2028852
2028856,2028852
2028863,2028861
2028865,2028861
2028867,2028861
2028869,2028861
2028871,2028861
2028873,2028861
2028875,2028861
2028877,2028861
2028879,2028861
2028886,2028884
2028893,2028891
2028900,2028898
2028902,2028898
2028909,2028907
2028916,2028914
2028923,2028921
2028925,2028921
2028927,2028921
2028929,2028921
2028931,2028921
2028933,2028921
2028940,2028938
2028942,2028938
2028944,2028938
2028951,2028949
2028958,2028956
2028960,2028956
2028962,2028956
2028968,2028966
2028970,2028966
2028972,2028966
2028974,2028966
2028981,2028979
2028988,2028986
2028995,2028993
2029002,2029000
2029004,2029000
2029011,2029009
2029013,2029009
2029020,2029018
2029027,2029025
2029034,2029032
2029036,2029032
2029038,2029032
2029040,2029032
2029042,2029032
2029049,2029047
2029056,2029054
2029058,2029054
2029060,2029054
2029067,2029065
2029074,2029072
2029081,2029079
2029088,2029086
2029095,2029093
2029097,2029093
2029104,2029102
2029106,2029102
2029108,2029102
2029110,2029102
2029112,2029102
2029119,2029117
2029121,2029117
2029128,2029126
2029130,2029126
2029132,2029126
2029139,2029137
2029141,2029137
2029143,2029137
2029150,2029148
2029152,2029148
2029159,2029157
2029161,2029157
2029168,2029166
2029170,2029166
2029177,2029175
2029179,2029175
2029181,2029175
2029183,2029175
2029185,2029175
2029187,2029175
2029189,2029175
2029196,2029194
2029198,2029194
2029205,2029203
2029207,2029203
2029214,2029212
2029216,2029212
2029223,2029221
2029230,2029228
2029232,2029228
2029234,2029228
2029236,2029228
2029243,2029241
2029250,2029248
2029252,2029248
2029259,2029257
2029261,2029257
2029263,2029257
2029265,2029257
2029272,2029270
2029274,2029270
2029281,2029279
2029288,2029286
2029290,2029286
2029297,2029295
2029299,2029295
2029301,2029295
2029308,2029306
2029310,2029306
2029317,2029315
2029319,2029315
2029321,2029315
2029323,2029315
2029325,2029315
2029332,2029330
2029334,2029330
2029341,2029339
2029348,2029346
2029350,2029346
2029357,2029355
2029359,2029355
2029366,2029364
2029368,2029364
2029374,2029372
2029376,2029372
2029378,2029372
2029385,2029383
2029392,2029390
2029394,2029390
2029401,2029399
2029403,2029399
2029405,2029399
2029407,2029399
2029409,2029399
2029411,2029399
2029413,2029399
2029415,2029399
2029417,2029399
2029419,2029399
2029421,2029399
2029423,2029399
2029425,2029399
2029427,2029399
2029429,2029399
2029436,2029434
2029443,2029441
2029445,2029441
2029451,2029449
2029453,2029449
2029460,2029458
2029462,2029458
2029469,2029467
2029476,2029474
2029483,2029481
2029485,2029481
2029492,2029490
2029494,2029490
2029501,2029499
2029508,2029506
2029510,2029506
2029517,2029515
2029519,2029515
2029526,2029524
2029533,2029531
2029535,2029531
2029537,2029531
2029539,2029531
2029546,2029544
2029548,2029544
2029550,2029544
2029552,2029544
2029559,2029557
2029561,2029557
2029563,2029557
2029565,2029557
2029567,2029557
2029569,2029557
2029576,2029574
2029583,2029581
2029585,2029581
2029587,2029581
2029589,2029581
2029591,2029581
2029593,2029581
2029595,2029581
2029602,2029600
2029604,2029600
2029606,2029600
2029608,2029600
2029615,2029613
2029622,2029620
2029624,2029620
2029626,2029620
2029628,2029620
2029635,2029633
2029637,2029633
2029639,2029633
2029646,2029644
2029648,2029644
2029650,2029644
2029652,2029644
2029654,2029644
2029656,2029644
2029658,2029644
2029660,2029644
2029662,2029644
2029664,2029644
2029666,2029644
2029668,2029644
2029670,2029644
2029672,2029644
2029674,2029644
2029676,2029644
2029683,2029681
2029685,2029681
2029687,2029681
2029689,2029681
2029691,2029681
2029693,2029681
2029695,2029681
2029702,2029700
2029704,2029700
2029711,2029709
2029718,2029716
2029720,2029716
2029727,2029725
2029729,2029725
2029736,2029734
2029738,2029734
2029740,2029734
2029747,2029745
2029754,2029752
2029756,2029752
2029758,2029752
2029760,2029752
2029762,2029752
2029764,2029752
2029766,2029752
2029773,2029771
2029775,2029771
2029777,2029771
2029784,2029782
2029791,2029789
2029793,2029789
2029795,2029789
2029797,2029789
2029799,2029789
2029806,2029804
2029813,2029811
2029815,2029811
2029821,2029819
2029828,2029826
2029835,2029833
2029837,2029833
2029844,2029842
2029851,2029849
2029853,2029849
2029860,2029858
2029862,2029858
2029869,2029867
2029871,2029867
2029878,2029876
2029885,2029883
2029887,2029883
2029894,2029892
2029896,2029892
2029903,2029901
2029910,2029908
2029912,2029908
2029914,2029908
2029916,2029908
2029918,2029908
2029925,2029923
2029927,2029923
2029934,2029932
2029936,2029932
2029943,2029941
2029945,2029941
2029952,2029950
2029959,2029957
2029966,2029964
2029968,2029964
2029975,2029973
2029977,2029973
2029979,2029973
2029986,2029984
2029988,2029984
2029990,2029984
2029992,2029984
2029994,2029984
2029996,2029984
2029998,2029984
2030000,2029984
2030002,2029984
2030004,2029984
2030006,2029984
2030013,2030011
2030015,2030011
2030022,2030020
2030024,2030020
2030026,2030020
2030033,2030031
2030040,2030038
2030047,2030045
2030054,2030052
2030061,2030059
2030068,2030066
2030075,2030073
2030082,2030080
2030084,2030080
2030091,2030089
2030098,2030096
2030104,2030102
2030106,2030102
2030113,2030111
2030120,2030118
2030127,2030125
2030129,2030125
2030131,2030125
2030133,2030125
2030135,2030125
2030137,2030125
2030139,2030125
2030146,2030144
2030148,2030144
2030150,2030144
2030152,2030144
2030154,2030144
2030161,2030159
2030168,2030166
2030174,2030172
2030176,2030172
2030178,2030172
2030180,2030172
2030182,2030172
2030189,2030187
2030191,2030187
2030198,2030196
2030200,2030196
2030202,2030196
2030209,2030207
2030211,2030207
2030213,2030207
2030215,2030207
2030222,2030220
2030224,2030220
2030226,2030220
2030228,2030220
2030235,2030233
2030242,2030240
2030244,2030240
2030246,2030240
2030248,2030240
2030255,2030253
2030257,2030253
2030259,2030253
2030261,2030253
2030263,2030253
2030270,2030268
2030272,2030268
2030279,2030277
2030286,2030284
2030288,2030284
2030290,2030284
2030292,2030284
2030294,2030284
2030301,2030299
2030308,2030306
2030310,2030306
2030317,2030315
2030324,2030322
2030326,2030322
2030328,2030322
2030330,2030322
2030332,2030322
2030334,2030322
2030336,2030322
2030338,2030322
2030340,2030322
2030342,2030322
2030344,2030322
2030351,2030349
2030353,2030349
2030360,2030358
2030367,2030365
2030374,2030372
2030381,2030379
2030388,2030386
2030395,2030393
2030402,2030400
2030404,2030400
2030411,2030409
2030418,2030416
2030420,2030416
2030422,2030416
2030424,2030416
2030431,2030429
2030433,2030429
2030440,2030438
2030442,2030438
2030449,2030447
2030456,2030454
2030458,2030454
2030465,2030463
2030467,2030463
2030469,2030463
2030471,2030463
2030473,2030463
2030475,2030463
2030477,2030463
2030483,2030481
2030485,2030481
2030492,2030490
2030499,2030497
2030506,2030504
2030513,2030511
2030515,2030511
2030522,2030520
2030524,2030520
2030532,2030530
2030534,2030530
2030536,2030530
2030543,2030541
2030550,2030548
2030552,2030548
2030559,2030557
2030566,2030564
2030568,2030564
2030575,2030573
2030582,2030580
2030589,2030587
2030596,2030594
2030598,2030594
2030600,2030594
2030607,2030605
2030614,2030612
2030616,2030612
2030618,2030612
2030625,2030623
2030627,2030623
2030634,2030632
2030636,2030632
2030638,2030632
2030640,2030632
2030647,2030645
2030654,2030652
2030656,2030652
2030658,2030652
2030665,2030663
2030672,2030670
2030674,2030670
2030676,2030670
2030683,2030681
2030685,2030681
2030692,2030690
2030699,2030697
2030701,2030697
2030703,2030697
2030705,2030697
2030707,2030697
2030709,2030697
2030716,2030714
2030723,2030721
2030725,2030721
2030732,2030730
2030739,2030737
2030741,2030737
2030743,2030737
2030750,2030748
2030752,2030748
2030754,2030748
2030756,2030748
2030758,2030748
2030760,2030748
2030762,2030748
2030764,2030748
2030766,2030748
2030768,2030748
2030775,2030773
2030777,2030773
2030784,2030782
2030791,2030789
2030798,2030796
2030805,2030803
2030807,2030803
2030814,2030812
2030816,2030812
2030818,2030812
2030820,2030812
2030822,2030812
2030824,2030812
2030826,2030812
2030828,2030812
2030830,2030812
2030832,2030812
2030839,2030837
2030841,2030837
2030843,2030837
2030850,2030848
2030852,2030848
2030854,2030848
2030861,2030859
2030863,2030859
2030870,2030868
2030877,2030875
2030879,2030875
2030881,2030875
2030883,2030875
2030885,2030875
2030892,2030890
2030894,2030890
2030896,2030890
2030903,2030901
2030905,2030901
2030912,2030910
2030914,2030910
2030916,2030910
2030923,2030921
2030930,2030928
2030937,2030935
2030939,2030935
2030941,2030935
2030943,2030935
2030945,2030935
2030947,2030935
2030949,2030935
2030951,2030935
2030953,2030935
2030955,2030935
2030957,2030935
2030959,2030935
2030961,2030935
2030963,2030935
2030965,2030935
2030972,2030970
2030974,2030970
2030981,2030979
2030983,2030979
2030985,2030979
2030992,2030990
2030994,2030990
2030996,2030990
2030998,2030990
2031000,2030990
2031002,2030990
2031004,2030990
2031011,2031009
2031013,2031009
2031015,2031009
2031017,2031009
2031019,2031009
2031021,2031009
2031023,2031009
2031025,2031009
2031027,2031009
2031034,2031032
2031041,2031039
2031043,2031039
2031045,2031039
2031052,2031050
2031059,2031057
2031061,2031057
2031063,2031057
2031070,2031068
2031077,2031075
2031084,2031082
2031086,2031082
2031088,2031082
2031094,2031092
2031096,2031092
2031098,2031092
2031100,2031092
2031102,2031092
2031109,2031107
2031116,2031114
2031123,2031121
