exons,transcripts
2011484,2011482
2011486,2011482
2011488,2011482
2011490,2011482
2011492,2011482
2011494,2011482
2011500,2011498
2011502,2011498
2011504,2011498
2011506,2011498
2011508,2011498
2011510,2011498
2011512,2011498
2011514,2011498
2011520,2011518
2011526,2011524
2011528,2011524
2011530,2011524
2011536,2011534
2011543,2011541
2011545,2011541
2011547,2011541
2011553,2011551
2011555,2011551
2011557,2011551
2011559,2011551
2011561,2011551
2011567,2011565
2011573,2011571
2011579,2011577
2011585,2011583
2011591,2011589
2011597,2011595
2011603,2011601
2011605,2011601
2011607,2011601
2011613,2011611
2011615,2011611
2011617,2011611
2011619,2011611
2011621,2011611
2011627,2011625
2011633,2011631
2011639,2011637
2011641,2011637
2011643,2011637
2011649,2011647
2011655,2011653
2011657,2011653
2011663,2011661
2011665,2011661
2011671,2011669
2011677,2011675
2011679,2011675
2011685,2011683
2011687,2011683
2011689,2011683
2011691,2011683
2011697,2011695
2011699,2011695
2011705,2011703
2011711,2011709
2011717,2011715
2011723,2011721
2011729,2011727
2011735,2011733
2011741,2011739
2011743,2011739
2011745,2011739
2011747,2011739
2011749,2011739
2011751,2011739
2011753,2011739
2011759,2011757
2011765,2011763
2011767,2011763
2011769,2011763
2011771,2011763
2011773,2011763
2011775,2011763
2011777,2011763
2011779,2011763
2011785,2011783
2011791,2011789
2011797,2011795
2011804,2011802
2011806,2011802
2011808,2011802
2011810,2011802
2011816,2011814
2011822,2011820
2011828,2011826
2011834,2011832
2011836,2011832
2011838,2011832
2011840,2011832
2011846,2011844
2011852,2011850
2011854,2011850
2011860,2011858
2011866,2011864
2011872,2011870
2011878,2011876
2011884,2011882
2011886,2011882
2011892,2011890
2011894,2011890
2011896,2011890
2011898,2011890
2011900,2011890
2011902,2011890
2011908,2011906
2011910,2011906
2011916,2011914
2011918,2011914
2011924,2011922
2011930,2011928
2011932,2011928
2011934,2011928
2011936,2011928
2011938,2011928
2011940,2011928
2011946,2011944
2011952,2011950
2011958,2011956
2011960,2011956
2011962,2011956
2011968,2011966
2011970,2011966
2011976,2011974
2011978,2011974
2011980,2011974
2011982,2011974
2011984,2011974
2011986,2011974
2011988,2011974
2011990,2011974
2011992,2011974
2011998,2011996
2012000,2011996
2012002,2011996
2012008,2012006
2012010,2012006
2012012,2012006
2012018,2012016
2012020,2012016
2012022,2012016
2012024,2012016
2012026,2012016
2012028,2012016
2012030,2012016
2012032,2012016
2012034,2012016
2012036,2012016
2012042,2012040
2012044,2012040
2012046,2012040
2012048,2012040
2012050,2012040
2012056,2012054
2012062,2012060
2012064,2012060
2012066,2012060
2012072,2012070
2012074,2012070
2012080,2012078
2012082,2012078
2012084,2012078
2012090,2012088
2012092,2012088
2012098,2012096
2012104,2012102
2012106,2012102
2012112,2012110
2012114,2012110
2012116,2012110
2012118,2012110
2012120,2012110
2012122,2012110
2012124,2012110
2012126,2012110
2012128,2012110
2012130,2012110
2012132,2012110
2012134,2012110
2012136,2012110
2012138,2012110
2012140,2012110
2012142,2012110
2012144,2012110
2012146,2012110
2012148,2012110
2012150,2012110
2012152,2012110
2012154,2012110
2012156,2012110
2012158,2012110
2012160,2012110
2012162,2012110
2012164,2012110
2012166,2012110
2012168,2012110
2012170,2012110
2012172,2012110
2012174,2012110
2012176,2012110
2012178,2012110
2012184,2012182
2012190,2012188
2012196,2012194
2012198,2012194
2012204,2012202
2012206,2012202
2012212,2012210
2012214,2012210
2012216,2012210
2012218,2012210
2012220,2012210
2012222,2012210
2012224,2012210
2012230,2012228
2012237,2012235
2012243,2012241
2012245,2012241
2012247,2012241
2012253,2012251
2012255,2012251
2012261,2012259
2012263,2012259
2012269,2012267
2012275,2012273
2012277,2012273
2012284,2012282
2012290,2012288
2012292,2012288
2012294,2012288
2012296,2012288
2012298,2012288
2012300,2012288
2012302,2012288
2012304,2012288
2012310,2012308
2012312,2012308
2012318,2012316
2012320,2012316
2012322,2012316
2012324,2012316
2012326,2012316
2012328,2012316
2012330,2012316
2012332,2012316
2012334,2012316
2012336,2012316
2012338,2012316
2012344,2012342
2012346,2012342
2012348,2012342
2012350,2012342
2012352,2012342
2012354,2012342
2012356,2012342
2012358,2012342
2012360,2012342
2012366,2012364
2012372,2012370
2012378,2012376
2012380,2012376
2012382,2012376
2012384,2012376
2012386,2012376
2012388,2012376
2012390,2012376
2012396,2012394
2012402,2012400
2012409,2012407
2012411,2012407
2012413,2012407
2012419,2012417
2012425,2012423
2012427,2012423
2012433,2012431
2012435,2012431
2012441,2012439
2012447,2012445
2012449,2012445
2012455,2012453
2012461,2012459
2012463,2012459
2012465,2012459
2012471,2012469
2012477,2012475
2012483,2012481
2012485,2012481
2012487,2012481
2012493,2012491
2012495,2012491
2012497,2012491
2012503,2012501
2012505,2012501
2012511,2012509
2012517,2012515
2012519,2012515
2012521,2012515
2012523,2012515
2012529,2012527
2012535,2012533
2012537,2012533
2012539,2012533
2012541,2012533
2012547,2012545
2012549,2012545
2012555,2012553
2012557,2012553
2012559,2012553
2012565,2012563
2012567,2012563
2012569,2012563
2012575,2012573
2012577,2012573
2012579,2012573
2012581,2012573
2012583,2012573
2012585,2012573
2012587,2012573
2012589,2012573
2012595,2012593
2012601,2012599
2012607,2012605
2012613,2012611
2012615,2012611
2012617,2012611
2012619,2012611
2012621,2012611
2012627,2012625
2012633,2012631
2012635,2012631
2012637,2012631
2012639,2012631
2012641,2012631
2012647,2012645
2012653,2012651
2012659,2012657
2012665,2012663
2012671,2012669
2012677,2012675
2012679,2012675
2012685,2012683
2012687,2012683
2012693,2012691
2012699,2012697
2012705,2012703
2012707,2012703
2012709,2012703
2012711,2012703
2012713,2012703
2012715,2012703
2012717,2012703
2012719,2012703
2012725,2012723
2012727,2012723
2012729,2012723
2012731,2012723
2012733,2012723
2012739,2012737
2012745,2012743
2012751,2012749
2012757,2012755
2012763,2012761
2012765,2012761
2012767,2012761
2012769,2012761
2012775,2012773
2012781,2012779
2012783,2012779
2012785,2012779
2012791,2012789
2012793,2012789
2012795,2012789
2012797,2012789
2012803,2012801
2012805,2012801
2012811,2012809
2012813,2012809
2012815,2012809
2012817,2012809
2012819,2012809
2012821,2012809
2012823,2012809
2012825,2012809
2012827,2012809
2012829,2012809
2012831,2012809
2012833,2012809
2012835,2012809
2012837,2012809
2012839,2012809
2012841,2012809
2012843,2012809
2012845,2012809
2012847,2012809
2012849,2012809
2012851,2012809
2012857,2012855
2012859,2012855
2012861,2012855
2012863,2012855
2012865,2012855
2012867,2012855
2012869,2012855
2012871,2012855
2012873,2012855
2012875,2012855
2012881,2012879
2012883,2012879
2012885,2012879
2012887,2012879
2012889,2012879
2012891,2012879
2012897,2012895
2012903,2012901
2012909,2012907
2012915,2012913
2012917,2012913
2012919,2012913
2012921,2012913
2012923,2012913
2012925,2012913
2012931,2012929
2012937,2012935
2012939,2012935
2012941,2012935
2012947,2012945
2012953,2012951
2012955,2012951
2012957,2012951
2012959,2012951
2012961,2012951
2012963,2012951
2012965,2012951
2012971,2012969
2012973,2012969
2012979,2012977
2012985,2012983
2012987,2012983
2012993,2012991
2012999,2012997
2013001,2012997
2013003,2012997
2013005,2012997
2013007,2012997
2013009,2012997
2013015,2013013
2013022,2013020
2013024,2013020
2013026,2013020
2013028,2013020
2013030,2013020
2013037,2013035
2013043,2013041
2013049,2013047
2013051,2013047
2013057,2013055
2013063,2013061
2013069,2013067
2013075,2013073
2013081,2013079
2013087,2013085
2013089,2013085
2013091,2013085
2013097,2013095
2013099,2013095
2013105,2013103
2013111,2013109
2013117,2013115
2013123,2013121
2013129,2013127
2013135,2013133
2013137,2013133
2013143,2013141
2013145,2013141
2013147,2013141
2013153,2013151
2013159,2013157
2013161,2013157
2013167,2013165
2013173,2013171
2013179,2013177
2013181,2013177
2013187,2013185
2013193,2013191
2013195,2013191
2013201,2013199
2013207,2013205
2013213,2013211
2013219,2013217
2013225,2013223
2013227,2013223
2013229,2013223
2013235,2013233
2013241,2013239
2013243,2013239
2013245,2013239
2013247,2013239
2013249,2013239
2013251,2013239
2013257,2013255
2013259,2013255
2013265,2013263
2013271,2013269
2013273,2013269
2013279,2013277
2013285,2013283
2013287,2013283
2013293,2013291
2013295,2013291
2013297,2013291
2013299,2013291
2013305,2013303
2013307,2013303
2013309,2013303
2013315,2013313
2013321,2013319
2013323,2013319
2013329,2013327
2013336,2013334
2013338,2013334
2013344,2013342
2013350,2013348
2013356,2013354
2013362,2013360
2013364,2013360
2013366,2013360
2013368,2013360
2013374,2013372
2013380,2013378
2013382,2013378
2013384,2013378
2013386,2013378
2013392,2013390
2013398,2013396
2013404,2013402
2013410,2013408
2013416,2013414
2013418,2013414
2013424,2013422
2013430,2013428
2013432,2013428
2013438,2013436
2013440,2013436
2013446,2013444
2013448,2013444
2013454,2013452
2013460,2013458
2013462,2013458
2013468,2013466
2013470,2013466
2013476,2013474
2013478,2013474
2013480,2013474
2013482,2013474
2013488,2013486
2013490,2013486
2013492,2013486
2013494,2013486
2013496,2013486
2013498,2013486
2013500,2013486
2013502,2013486
2013504,2013486
2013510,2013508
2013516,2013514
2013518,2013514
2013520,2013514
2013522,2013514
2013524,2013514
2013530,2013528
2013536,2013534
2013542,2013540
2013544,2013540
2013550,2013548
2013552,2013548
2013554,2013548
2013560,2013558
2013562,2013558
2013564,2013558
2013570,2013568
2013572,2013568
2013578,2013576
2013580,2013576
2013582,2013576
2013588,2013586
2013594,2013592
2013600,2013598
2013602,2013598
2013604,2013598
2013606,2013598
2013608,2013598
2013610,2013598
2013612,2013598
2013618,2013616
2013624,2013622
2013626,2013622
2013628,2013622
2013630,2013622
2013632,2013622
2013634,2013622
2013636,2013622
2013642,2013640
2013644,2013640
2013650,2013648
2013652,2013648
2013654,2013648
2013660,2013658
2013662,2013658
2013668,2013666
2013674,2013672
2013676,2013672
2013678,2013672
2013680,2013672
2013686,2013684
2013692,2013690
2013698,2013696
2013704,2013702
2013710,2013708
2013712,2013708
2013718,2013716
2013724,2013722
2013730,2013728
2013732,2013728
2013734,2013728
2013736,2013728
2013738,2013728
2013744,2013742
2013746,2013742
2013748,2013742
2013750,2013742
2013752,2013742
2013754,2013742
2013756,2013742
2013758,2013742
2013760,2013742
2013762,2013742
2013768,2013766
2013770,2013766
2013772,2013766
2013778,2013776
2013784,2013782
2013790,2013788
2013792,2013788
2013794,2013788
2013800,2013798
2013806,2013804
2013812,2013810
2013814,2013810
2013816,2013810
2013822,2013820
2013824,2013820
2013826,2013820
2013828,2013820
2013830,2013820
2013832,2013820
2013834,2013820
2013836,2013820
2013838,2013820
2013844,2013842
2013850,2013848
2013856,2013854
2013862,2013860
2013868,2013866
2013874,2013872
2013880,2013878
2013882,2013878
2013888,2013886
2013890,2013886
2013896,2013894
2013902,2013900
2013908,2013906
2013910,2013906
2013916,2013914
2013922,2013920
2013924,2013920
2013930,2013928
2013932,2013928
2013934,2013928
2013936,2013928
2013938,2013928
2013940,2013928
2013946,2013944
2013952,2013950
2013954,2013950
2013960,2013958
2013966,2013964
2013968,2013964
2013974,2013972
2013980,2013978
2013982,2013978
2013988,2013986
2013990,2013986
2013996,2013994
2014002,2014000
2014004,2014000
2014006,2014000
2014008,2014000
2014014,2014012
2014020,2014018
2014026,2014024
2014028,2014024
2014030,2014024
2014032,2014024
2014034,2014024
2014036,2014024
2014038,2014024
2014044,2014042
2014046,2014042
2014048,2014042
2014050,2014042
2014056,2014054
2014058,2014054
2014064,2014062
2014070,2014068
2014072,2014068
2014074,2014068
2014076,2014068
2014078,2014068
2014080,2014068
2014082,2014068
2014084,2014068
2014090,2014088
2014092,2014088
2014098,2014096
2014104,2014102
2014106,2014102
2014108,2014102
2014110,2014102
2014116,2014114
2014118,2014114
2014124,2014122
2014126,2014122
2014128,2014122
2014130,2014122
2014132,2014122
2014138,2014136
2014140,2014136
2014146,2014144
2014152,2014150
2014158,2014156
2014160,2014156
2014162,2014156
2014164,2014156
2014170,2014168
2014172,2014168
2014174,2014168
2014180,2014178
2014186,2014184
2014192,2014190
2014198,2014196
2014204,2014202
2014210,2014208
2014212,2014208
2014214,2014208
2014216,2014208
2014218,2014208
2014220,2014208
2014222,2014208
2014228,2014226
2014230,2014226
2014232,2014226
2014238,2014236
2014244,2014242
2014251,2014249
2014257,2014255
2014259,2014255
2014261,2014255
2014267,2014265
2014269,2014265
2014277,2014275
2014284,2014282
2014286,2014282
2014293,2014291
2014300,2014298
2014302,2014298
2014304,2014298
2014306,2014298
2014313,2014311
2014320,2014318
2014322,2014318
2014329,2014327
2014336,2014334
2014343,2014341
2014350,2014348
2014352,2014348
2014354,2014348
2014356,2014348
2014358,2014348
2014360,2014348
2014362,2014348
2014364,2014348
2014366,2014348
2014373,2014371
2014375,2014371
2014382,2014380
2014384,2014380
2014386,2014380
2014388,2014380
2014390,2014380
2014392,2014380
2014394,2014380
2014396,2014380
2014398,2014380
2014400,2014380
2014402,2014380
2014404,2014380
2014406,2014380
2014408,2014380
2014410,2014380
2014417,2014415
2014419,2014415
2014421,2014415
2014423,2014415
2014425,2014415
2014427,2014415
2014429,2014415
2014431,2014415
2014438,2014436
2014445,2014443
2014452,2014450
2014454,2014450
2014456,2014450
2014458,2014450
2014460,2014450
2014462,2014450
2014469,2014467
2014471,2014467
2014478,2014476
2014480,2014476
2014482,2014476
2014484,2014476
2014486,2014476
2014488,2014476
2014495,2014493
2014502,2014500
2014509,2014507
2014516,2014514
2014518,2014514
2014520,2014514
2014522,2014514
2014524,2014514
2014526,2014514
2014528,2014514
2014535,2014533
2014537,2014533
2014544,2014542
2014551,2014549
2014558,2014556
2014560,2014556
2014562,2014556
2014569,2014567
2014576,2014574
2014578,2014574
2014580,2014574
2014582,2014574
2014584,2014574
2014586,2014574
2014593,2014591
2014595,2014591
2014602,2014600
2014604,2014600
2014611,2014609
2014613,2014609
2014620,2014618
2014622,2014618
2014624,2014618
2014631,2014629
2014633,2014629
2014635,2014629
2014642,2014640
2014644,2014640
2014646,2014640
2014653,2014651
2014660,2014658
2014662,2014658
2014664,2014658
2014666,2014658
2014673,2014671
2014675,2014671
2014677,2014671
2014684,2014682
2014691,2014689
2014693,2014689
2014700,2014698
2014702,2014698
2014704,2014698
2014706,2014698
2014713,2014711
2014715,2014711
2014717,2014711
2014724,2014722
2014726,2014722
2014733,2014731
2014735,2014731
2014742,2014740
2014749,2014747
2014756,2014754
2014758,2014754
2014760,2014754
2014762,2014754
2014764,2014754
2014771,2014769
2014778,2014776
2014785,2014783
2014787,2014783
2014789,2014783
2014796,2014794
2014798,2014794
2014800,2014794
2014802,2014794
2014804,2014794
2014806,2014794
2014813,2014811
2014815,2014811
2014817,2014811
2014819,2014811
2014821,2014811
2014823,2014811
2014830,2014828
2014832,2014828
2014839,2014837
2014846,2014844
2014853,2014851
2014855,2014851
2014862,2014860
2014864,2014860
2014866,2014860
2014873,2014871
2014875,2014871
2014882,2014880
2014889,2014887
2014891,2014887
2014898,2014896
2014905,2014903
2014912,2014910
2014914,2014910
2014916,2014910
2014918,2014910
2014920,2014910
2014927,2014925
2014934,2014932
2014936,2014932
2014943,2014941
2014950,2014948
2014952,2014948
2014954,2014948
2014961,2014959
2014968,2014966
2014975,2014973
2014982,2014980
2014989,2014987
2014991,2014987
2014993,2014987
2014995,2014987
2014997,2014987
2015004,2015002
2015006,2015002
2015013,2015011
2015015,2015011
2015017,2015011
2015019,2015011
2015026,2015024
2015033,2015031
2015035,2015031
2015037,2015031
2015044,2015042
2015051,2015049
2015058,2015056
2015065,2015063
2015067,2015063
2015074,2015072
2015081,2015079
2015088,2015086
2015095,2015093
2015102,2015100
2015109,2015107
2015111,2015107
2015113,2015107
2015115,2015107
2015122,2015120
2015129,2015127
2015131,2015127
2015133,2015127
2015135,2015127
2015137,2015127
2015144,2015142
2015146,2015142
2015148,2015142
2015150,2015142
2015152,2015142
2015154,2015142
2015161,2015159
2015163,2015159
2015170,2015168
2015172,2015168
2015174,2015168
2015176,2015168
2015183,2015181
2015185,2015181
2015187,2015181
2015189,2015181
2015191,2015181
2015198,2015196
2015205,2015203
2015212,2015210
2015214,2015210
2015216,2015210
2015218,2015210
2015220,2015210
2015222,2015210
2015224,2015210
2015231,2015229
2015238,2015236
2015245,2015243
2015252,2015250
2015259,2015257
2015266,2015264
2015268,2015264
2015270,2015264
2015272,2015264
2015274,2015264
2015276,2015264
2015278,2015264
2015280,2015264
2015287,2015285
2015289,2015285
2015291,2015285
2015298,2015296
2015305,2015303
2015312,2015310
2015319,2015317
2015326,2015324
2015328,2015324
2015330,2015324
2015337,2015335
2015344,2015342
2015346,2015342
2015348,2015342
2015350,2015342
2015352,2015342
2015354,2015342
2015361,2015359
2015363,2015359
2015370,2015368
2015377,2015375
2015384,2015382
2015391,2015389
2015393,2015389
2015395,2015389
2015402,2015400
2015409,2015407
2015416,2015414
2015423,2015421
2015430,2015428
2015432,2015428
2015434,2015428
2015436,2015428
2015443,2015441
2015445,2015441
2015447,2015441
2015449,2015441
2015451,2015441
2015453,2015441
2015455,2015441
2015457,2015441
2015459,2015441
2015461,2015441
2015468,2015466
2015470,2015466
2015477,2015475
2015479,2015475
2015481,2015475
2015483,2015475
2015485,2015475
2015492,2015490
2015499,2015497
2015501,2015497
2015508,2015506
2015510,2015506
2015512,2015506
2015514,2015506
2015516,2015506
2015518,2015506
2015520,2015506
2015522,2015506
2015529,2015527
2015536,2015534
2015538,2015534
2015545,2015543
2015552,2015550
2015559,2015557
2015566,2015564
2015568,2015564
2015575,2015573
2015577,2015573
2015579,2015573
2015581,2015573
2015588,2015586
2015590,2015586
2015597,2015595
2015599,2015595
2015606,2015604
2015608,2015604
2015615,2015613
2015617,2015613
2015624,2015622
2015626,2015622
2015628,2015622
2015635,2015633
2015637,2015633
2015644,2015642
2015651,2015649
2015653,2015649
2015655,2015649
2015657,2015649
2015659,2015649
2015661,2015649
2015663,2015649
2015665,2015649
2015672,2015670
2015679,2015677
2015681,2015677
2015683,2015677
2015690,2015688
2015692,2015688
2015694,2015688
2015696,2015688
2015698,2015688
2015705,2015703
2015712,2015710
2015719,2015717
2015726,2015724
2015728,2015724
2015730,2015724
2015732,2015724
2015739,2015737
2015741,2015737
2015748,2015746
2015755,2015753
2015762,2015760
2015769,2015767
2015771,2015767
2015773,2015767
2015775,2015767
2015782,2015780
2015784,2015780
2015791,2015789
2015793,2015789
2015795,2015789
2015797,2015789
2015799,2015789
2015806,2015804
2015808,2015804
2015815,2015813
2015822,2015820
2015829,2015827
2015836,2015834
2015838,2015834
2015840,2015834
2015842,2015834
2015844,2015834
2015851,2015849
2015858,2015856
2015865,2015863
2015872,2015870
2015879,2015877
2015886,2015884
2015893,2015891
2015900,2015898
2015902,2015898
2015904,2015898
2015906,2015898
2015913,2015911
2015920,2015918
2015927,2015925
2015934,2015932
2015936,2015932
2015938,2015932
2015940,2015932
2015942,2015932
2015949,2015947
2015951,2015947
2015953,2015947
2015960,2015958
2015967,2015965
2015969,2015965
2015971,2015965
2015973,2015965
2015980,2015978
2015987,2015985
2015994,2015992
2015996,2015992
2015998,2015992
2016005,2016003
2016007,2016003
2016009,2016003
2016011,2016003
2016013,2016003
2016020,2016018
2016027,2016025
2016034,2016032
2016041,2016039
2016043,2016039
2016045,2016039
2016052,2016050
2016054,2016050
2016056,2016050
2016058,2016050
2016060,2016050
2016062,2016050
2016064,2016050
2016071,2016069
2016073,2016069
2016075,2016069
2016082,2016080
2016089,2016087
2016091,2016087
2016098,2016096
2016100,2016096
2016102,2016096
2016104,2016096
2016111,2016109
2016113,2016109
2016120,2016118
2016122,2016118
2016124,2016118
2016126,2016118
2016133,2016131
2016135,2016131
2016142,2016140
2016149,2016147
2016156,2016154
2016158,2016154
2016160,2016154
2016167,2016165
2016169,2016165
2016171,2016165
2016178,2016176
2016185,2016183
2016192,2016190
2016199,2016197
2016201,2016197
2016208,2016206
2016215,2016213
2016217,2016213
2016219,2016213
2016221,2016213
2016223,2016213
2016225,2016213
2016227,2016213
2016234,2016232
2016236,2016232
2016238,2016232
2016240,2016232
2016242,2016232
2016244,2016232
2016246,2016232
2016248,2016232
2016255,2016253
2016257,2016253
2016264,2016262
2016271,2016269
2016273,2016269
2016280,2016278
2016287,2016285
2016294,2016292
2016296,2016292
2016298,2016292
2016300,2016292
2016302,2016292
2016304,2016292
2016306,2016292
2016308,2016292
2016310,2016292
2016312,2016292
2016314,2016292
2016316,2016292
2016318,2016292
2016325,2016323
2016327,2016323
2016329,2016323
2016336,2016334
2016343,2016341
2016350,2016348
2016357,2016355
2016364,2016362
2016366,2016362
2016373,2016371
2016375,2016371
2016382,2016380
2016384,2016380
2016391,2016389
2016398,2016396
2016400,2016396
2016407,2016405
2016409,2016405
2016416,2016414
2016418,2016414
2016425,2016423
2016427,2016423
2016429,2016423
2016436,2016434
2016438,2016434
2016445,2016443
2016452,2016450
2016454,2016450
2016461,2016459
2016463,2016459
2016465,2016459
2016467,2016459
2016469,2016459
2016471,2016459
2016473,2016459
2016480,2016478
2016487,2016485
2016494,2016492
2016501,2016499
2016503,2016499
2016510,2016508
2016517,2016515
2016524,2016522
2016531,2016529
2016533,2016529
2016535,2016529
2016542,2016540
2016549,2016547
2016551,2016547
2016553,2016547
2016555,2016547
2016557,2016547
2016559,2016547
2016566,2016564
2016568,2016564
2016570,2016564
2016572,2016564
2016574,2016564
2016576,2016564
2016578,2016564
2016585,2016583
2016592,2016590
2016594,2016590
2016596,2016590
2016603,2016601
2016610,2016608
2016617,2016615
2016624,2016622
2016631,2016629
2016638,2016636
2016640,2016636
2016647,2016645
2016649,2016645
2016656,2016654
2016658,2016654
2016665,2016663
2016672,2016670
2016679,2016677
2016681,2016677
2016683,2016677
2016685,2016677
2016692,2016690
2016694,2016690
2016701,2016699
2016708,2016706
2016710,2016706
2016717,2016715
2016724,2016722
2016726,2016722
2016728,2016722
2016730,2016722
2016737,2016735
2016739,2016735
2016746,2016744
2016748,2016744
2016750,2016744
2016757,2016755
2016764,2016762
2016766,2016762
2016773,2016771
2016780,2016778
2016787,2016785
2016794,2016792
2016796,2016792
2016798,2016792
2016800,2016792
2016802,2016792
2016804,2016792
2016806,2016792
2016813,2016811
2016820,2016818
2016827,2016825
2016829,2016825
2016831,2016825
2016833,2016825
2016835,2016825
2016837,2016825
2016844,2016842
2016851,2016849
2016858,2016856
2016865,2016863
2016867,2016863
2016874,2016872
2016876,2016872
2016883,2016881
2016885,2016881
2016887,2016881
2016889,2016881
2016891,2016881
2016893,2016881
2016895,2016881
2016897,2016881
2016904,2016902
2016911,2016909
2016918,2016916
2016920,2016916
2016922,2016916
2016924,2016916
2016926,2016916
2016928,2016916
2016930,2016916
2016937,2016935
2016939,2016935
2016946,2016944
2016948,2016944
2016950,2016944
2016952,2016944
2016954,2016944
2016956,2016944
2016958,2016944
2016960,2016944
2016962,2016944
2016964,2016944
2016971,2016969
2016978,2016976
2016985,2016983
2016987,2016983
2016994,2016992
2016996,2016992
2017003,2017001
2017010,2017008
2017012,2017008
2017014,2017008
2017016,2017008
2017018,2017008
2017020,2017008
2017022,2017008
2017024,2017008
2017026,2017008
2017028,2017008
2017030,2017008
2017037,2017035
2017043,2017041
2017050,2017048
2017057,2017055
2017064,2017062
2017066,2017062
2017073,2017071
2017075,2017071
2017082,2017080
2017084,2017080
2017091,2017089
2017093,2017089
2017095,2017089
2017102,2017100
2017109,2017107
2017111,2017107
2017118,2017116
2017125,2017123
2017127,2017123
2017134,2017132
2017136,2017132
2017143,2017141
2017150,2017148
2017152,2017148
2017159,2017157
2017165,2017163
2017167,2017163
2017169,2017163
2017176,2017174
2017183,2017181
2017190,2017188
2017192,2017188
2017194,2017188
2017196,2017188
2017203,2017201
2017205,2017201
2017212,2017210
2017219,2017217
2017221,2017217
2017223,2017217
2017230,2017228
2017232,2017228
2017234,2017228
2017236,2017228
2017243,2017241
2017245,2017241
2017247,2017241
2017254,2017252
2017261,2017259
2017268,2017266
2017270,2017266
2017272,2017266
2017274,2017266
2017281,2017279
2017288,2017286
2017295,2017293
2017297,2017293
2017299,2017293
2017301,2017293
2017303,2017293
2017305,2017293
2017307,2017293
2017313,2017311
2017315,2017311
2017317,2017311
2017319,2017311
2017321,2017311
2017328,2017326
2017330,2017326
2017332,2017326
2017334,2017326
2017336,2017326
2017338,2017326
2017340,2017326
2017347,2017345
2017354,2017352
2017356,2017352
2017358,2017352
2017365,2017363
2017372,2017370
2017379,2017377
2017381,2017377
2017383,2017377
2017385,2017377
2017387,2017377
2017389,2017377
2017391,2017377
2017398,2017396
2017405,2017403
2017407,2017403
2017409,2017403
2017411,2017403
2017418,2017416
2017425,2017423
2017432,2017430
2017439,2017437
2017441,2017437
2017443,2017437
2017450,2017448
2017457,2017455
2017464,2017462
2017471,2017469
2017478,2017476
2017480,2017476
2017482,2017476
2017489,2017487
2017491,2017487
2017498,2017496
2017505,2017503
2017507,2017503
2017514,2017512
2017516,2017512
2017523,2017521
2017525,2017521
2017532,2017530
2017539,2017537
2017546,2017544
2017553,2017551
2017555,2017551
2017562,2017560
2017564,2017560
2017566,2017560
2017568,2017560
2017575,2017573
2017577,2017573
2017579,2017573
2017581,2017573
2017583,2017573
2017590,2017588
2017597,2017595
2017599,2017595
2017606,2017604
2017608,2017604
2017610,2017604
2017612,2017604
2017614,2017604
2017616,2017604
2017618,2017604
2017620,2017604
2017622,2017604
2017624,2017604
2017626,2017604
2017633,2017631
2017640,2017638
2017647,2017645
2017654,2017652
2017656,2017652
2017658,2017652
2017660,2017652
2017662,2017652
2017664,2017652
2017666,2017652
2017668,2017652
2017675,2017673
2017677,2017673
2017679,2017673
2017686,2017684
2017688,2017684
2017690,2017684
2017692,2017684
2017694,2017684
2017696,2017684
2017698,2017684
2017700,2017684
2017702,2017684
2017709,2017707
2017711,2017707
2017713,2017707
2017715,2017707
2017717,2017707
2017719,2017707
2017721,2017707
2017723,2017707
2017730,2017728
2017732,2017728
2017734,2017728
2017736,2017728
2017743,2017741
2017750,2017748
2017752,2017748
2017759,2017757
2017766,2017764
2017768,2017764
2017775,2017773
2017777,2017773
2017784,2017782
2017786,2017782
2017788,2017782
2017790,2017782
2017792,2017782
2017799,2017797
2017806,2017804
2017808,2017804
2017810,2017804
2017812,2017804
2017814,2017804
2017816,2017804
2017823,2017821
2017830,2017828
2017832,2017828
2017834,2017828
2017836,2017828
2017838,2017828
2017840,2017828
2017842,2017828
2017844,2017828
2017851,2017849
2017853,2017849
2017855,2017849
2017857,2017849
2017859,2017849
2017866,2017864
2017868,2017864
2017875,2017873
2017877,2017873
2017879,2017873
2017881,2017873
2017888,2017886
2017890,2017886
2017892,2017886
2017899,2017897
2017906,2017904
2017908,2017904
2017910,2017904
2017917,2017915
2017919,2017915
2017926,2017924
2017933,2017931
2017935,2017931
2017937,2017931
2017939,2017931
2017941,2017931
2017943,2017931
2017945,2017931
2017947,2017931
2017949,2017931
2017951,2017931
2017953,2017931
2017955,2017931
2017962,2017960
2017969,2017967
2017976,2017974
2017978,2017974
2017980,2017974
2017987,2017985
2017989,2017985
2017991,2017985
2017993,2017985
2018000,2017998
2018007,2018005
2018014,2018012
2018021,2018019
2018023,2018019
2018025,2018019
2018027,2018019
2018029,2018019
2018031,2018019
2018033,2018019
2018035,2018019
2018042,2018040
2018049,2018047
2018056,2018054
2018058,2018054
2018065,2018063
2018072,2018070
2018079,2018077
2018086,2018084
2018093,2018091
2018095,2018091
2018097,2018091
2018099,2018091
2018101,2018091
2018108,2018106
2018110,2018106
2018112,2018106
2018114,2018106
2018116,2018106
2018123,2018121
2018130,2018128
2018137,2018135
2018144,2018142
2018146,2018142
2018153,2018151
2018155,2018151
2018157,2018151
2018159,2018151
2018161,2018151
2018163,2018151
2018165,2018151
2018167,2018151
2018169,2018151
2018171,2018151
2018173,2018151
2018180,2018178
