bioentities,publications
1030893,1000005
1030975,1000005
1030986,1000005
1030989,1000005
1030993,1000005
1030998,1000005
1031003,1000005
1031007,1000005
1031096,1000005
1031097,1000005
1031101,1000005
1031105,1000005
1031109,1000005
1031113,1000005
1031218,1000005
1031227,1000005
1031228,1000005
1031232,1000005
1031237,1000005
1031241,1000005
1031245,1000005
1031336,1000005
1031337,1000005
1031341,1000005
1031345,1000005
1031349,1000005
1031354,1000005
1031460,1000005
1031464,1000005
1031475,1000005
1031482,1000005
1031488,1000005
1031492,1000005
1031499,1000005
1031503,1000005
1031507,1000005
1031616,1000005
1031624,1000005
1031628,1000005
1031632,1000005
1031633,1000005
1031637,1000005
1031641,1000005
1031645,1000005
1031727,1000005
1031731,1000005
1031732,1000005
1031738,1000005
1031739,1000005
1031743,1000005
1031747,1000005
1031751,1000005
1031756,1000005
1031760,1000005
1031764,1000005
1031868,1000005
1010953,1000084
1010959,1000084
1011128,1000084
1011247,1000084
1011377,1000084
1011386,1000084
1011508,1000084
1011637,1000084
1011752,1000084
1011764,1000084
1011887,1000084
1011896,1000084
1012027,1000084
1012263,1000084
1012489,1000084
1012698,1000084
1012941,1000084
1013090,1000084
1013098,1000084
1013195,1000084
1013431,1000084
1013437,1000084
1013543,1000084
1013676,1000084
1013802,1000084
1013916,1000084
1014066,1000084
1014178,1000084
1014187,1000084
1014317,1000084
1014321,1000084
1014701,1000084
1014705,1000084
1014841,1000084
1014983,1000084
1014991,1000084
1015122,1000084
1015361,1000084
1015370,1000084
1015635,1000084
1015771,1000084
1015918,1000084
1016157,1000084
1016432,1000084
1016442,1000084
1016683,1000084
1016820,1000084
1016968,1000084
1017218,1000084
1017501,1000084
1017653,1000084
1017890,1000084
1018137,1000084
1018141,1000084
1018282,1000084
1018401,1000084
1018528,1000084
1018529,1000084
1018530,1000084
1018549,1000084
1018558,1000084
1018793,1000084
1018803,1000084
1018930,1000084
1019061,1000084
1019310,1000084
1019580,1000084
1019985,1000084
1020108,1000084
1020227,1000084
1020235,1000084
1020366,1000084
1020743,1000084
1020862,1000084
1020995,1000084
1021007,1000084
1021125,1000084
1021236,1000084
1021461,1000084
1021470,1000084
1021709,1000084
1021713,1000084
1021837,1000084
1021957,1000084
1022064,1000084
1022073,1000084
1022187,1000084
1022314,1000084
1022429,1000084
1022433,1000084
1022442,1000084
1022568,1000084
1022684,1000084
1022809,1000084
1022826,1000084
1022945,1000084
1022957,1000084
1023082,1000084
1023212,1000084
1023470,1000084
1023598,1000084
1023607,1000084
1023718,1000084
1023852,1000084
1023861,1000084
1023994,1000084
1024113,1000084
1024123,1000084
1024624,1000084
1024634,1000084
1024732,1000084
1024879,1000084
1024889,1000084
1025005,1000084
1025133,1000084
1025142,1000084
1025285,1000084
1025452,1000084
1025722,1000084
1025731,1000084
1025840,1000084
1026007,1000084
1026129,1000084
1026236,1000084
1026501,1000084
1026737,1000084
1026738,1000084
1026747,1000084
1026752,1000084
1027083,1000084
1027219,1000084
1027359,1000084
1027487,1000084
1027610,1000084
1028007,1000084
1028012,1000084
1028137,1000084
1028268,1000084
1028382,1000084
1028386,1000084
1028508,1000084
1028629,1000084
1028737,1000084
1028746,1000084
1029000,1000084
1029270,1000084
1029527,1000084
1029683,1000084
1029691,1000084
1029800,1000084
1030046,1000084
1030055,1000084
1030164,1000084
1030275,1000084
1030287,1000084
1030389,1000084
1030507,1000084
1030624,1000084
1030739,1000084
1030748,1000084
1031218,1000084
1031460,1000084
1031464,1000084
1031616,1000084
1010895,1000097
1010896,1000097
1010900,1000097
1010901,1000097
1010908,1000097
1010909,1000097
1010913,1000097
1010914,1000097
1010920,1000097
1010921,1000097
1010928,1000097
1010933,1000097
1010940,1000097
1010941,1000097
1010948,1000097
1010949,1000097
1010964,1000097
1010992,1000097
1010993,1000097
1010997,1000097
1010998,1000097
1011002,1000097
1011009,1000097
1011018,1000097
1011050,1000097
1011055,1000097
1011061,1000097
1011064,1000097
1011068,1000097
1011069,1000097
1011076,1000097
1011079,1000097
1011085,1000097
1011088,1000097
1011094,1000097
1011110,1000097
1011116,1000097
1011119,1000097
1011124,1000097
1011152,1000097
1011153,1000097
1011180,1000097
1011183,1000097
1011189,1000097
1011198,1000097
1011202,1000097
1011203,1000097
1011207,1000097
1011208,1000097
1011212,1000097
1011213,1000097
1011217,1000097
1011218,1000097
1011270,1000097
1011271,1000097
1011275,1000097
1011276,1000097
1011280,1000097
1011281,1000097
1011305,1000097
1011306,1000097
1011315,1000097
1011318,1000097
1011322,1000097
1011323,1000097
1011327,1000097
1011328,1000097
1011335,1000097
1011340,1000097
1011347,1000097
1011355,1000097
1011361,1000097
1011365,1000097
1011382,1000097
1011422,1000097
1011427,1000097
1011431,1000097
1011460,1000097
1011467,1000097
1011474,1000097
1011481,1000097
1011487,1000097
1011488,1000097
1011492,1000097
1011493,1000097
1011497,1000097
1011498,1000097
1011502,1000097
1011503,1000097
1011513,1000097
1011553,1000097
1011558,1000097
1011565,1000097
1011570,1000097
1011593,1000097
1011594,1000097
1011598,1000097
1011599,1000097
1011603,1000097
1011604,1000097
1011608,1000097
1011609,1000097
1011613,1000097
1011614,1000097
1011620,1000097
1011624,1000097
1011633,1000097
1011675,1000097
1011676,1000097
1011680,1000097
1011681,1000097
1011707,1000097
1011708,1000097
1011712,1000097
1011713,1000097
1011717,1000097
1011718,1000097
1011724,1000097
1011727,1000097
1011733,1000097
1011734,1000097
1011740,1000097
1011743,1000097
1011747,1000097
1011748,1000097
1011760,1000097
1011803,1000097
1011804,1000097
1011832,1000097
1011842,1000097
1011846,1000097
1011847,1000097
1011851,1000097
1011852,1000097
1011856,1000097
1011857,1000097
1011864,1000097
1011869,1000097
1011875,1000097
1011878,1000097
1011882,1000097
1011883,1000097
1011892,1000097
1011938,1000097
1011944,1000097
1011950,1000097
1011957,1000097
1011981,1000097
1011982,1000097
1011986,1000097
1011987,1000097
1011994,1000097
1011995,1000097
1011999,1000097
1012000,1000097
1012004,1000097
1012005,1000097
1012011,1000097
1012014,1000097
1012018,1000097
1012019,1000097
1012023,1000097
1012053,1000097
1012054,1000097
1012058,1000097
1012059,1000097
1012088,1000097
1012089,1000097
1012096,1000097
1012100,1000097
1012104,1000097
1012105,1000097
1012109,1000097
1012110,1000097
1012117,1000097
1012120,1000097
1012126,1000097
1012135,1000097
1012141,1000097
1012142,1000097
1012167,1000097
1012168,1000097
1012172,1000097
1012173,1000097
1012207,1000097
1012208,1000097
1012215,1000097
1012223,1000097
1012227,1000097
1012228,1000097
1012232,1000097
1012233,1000097
1012237,1000097
1012238,1000097
1012245,1000097
1012249,1000097
1012255,1000097
1012256,1000097
1012268,1000097
1012293,1000097
1012294,1000097
1012298,1000097
1012299,1000097
1012303,1000097
1012304,1000097
1012308,1000097
1012337,1000097
1012338,1000097
1012342,1000097
1012343,1000097
1012347,1000097
1012348,1000097
1012352,1000097
1012353,1000097
1012357,1000097
1012358,1000097
1012365,1000097
1012370,1000097
1012375,1000097
1012387,1000097
1012390,1000097
1012411,1000097
1012412,1000097
1012416,1000097
1012417,1000097
1012443,1000097
1012444,1000097
1012448,1000097
1012449,1000097
1012456,1000097
1012462,1000097
1012466,1000097
1012467,1000097
1012471,1000097
1012472,1000097
1012479,1000097
1012480,1000097
1012518,1000097
1012519,1000097
1012525,1000097
1012526,1000097
1012551,1000097
1012552,1000097
1012558,1000097
1012559,1000097
1012565,1000097
1012566,1000097
1012570,1000097
1012571,1000097
1012575,1000097
1012576,1000097
1012580,1000097
1012581,1000097
1012611,1000097
1012616,1000097
1012620,1000097
1012621,1000097
1012651,1000097
1012658,1000097
1012662,1000097
1012663,1000097
1012667,1000097
1012668,1000097
1012672,1000097
1012673,1000097
1012677,1000097
1012678,1000097
1012684,1000097
1012689,1000097
1012693,1000097
1012694,1000097
1012704,1000097
1012733,1000097
1012736,1000097
1012742,1000097
1012743,1000097
1012767,1000097
1012768,1000097
1012772,1000097
1012773,1000097
1012777,1000097
1012778,1000097
1012782,1000097
1012783,1000097
1012787,1000097
1012788,1000097
1012794,1000097
1012799,1000097
1012830,1000097
1012831,1000097
1012835,1000097
1012836,1000097
1012840,1000097
1012841,1000097
1012848,1000097
1012854,1000097
1012878,1000097
1012879,1000097
1012885,1000097
1012886,1000097
1012890,1000097
1012891,1000097
1012897,1000097
1012908,1000097
1012912,1000097
1012913,1000097
1012921,1000097
1012926,1000097
1012930,1000097
1012931,1000097
1012935,1000097
1012936,1000097
1012946,1000097
1012955,1000097
1012956,1000097
1012981,1000097
1012982,1000097
1012986,1000097
1012987,1000097
1013018,1000097
1013022,1000097
1013028,1000097
1013033,1000097
1013037,1000097
1013038,1000097
1013046,1000097
1013052,1000097
1013060,1000097
1013069,1000097
1013073,1000097
1013074,1000097
1013081,1000097
1013086,1000097
1013094,1000097
1013112,1000097
1013131,1000097
1013132,1000097
1013159,1000097
1013160,1000097
1013164,1000097
1013165,1000097
1013169,1000097
1013170,1000097
1013174,1000097
1013175,1000097
1013179,1000097
1013180,1000097
1013186,1000097
1013190,1000097
1013218,1000097
1013219,1000097
1013226,1000097
1013229,1000097
1013235,1000097
1013238,1000097
1013262,1000097
1013263,1000097
1013267,1000097
1013268,1000097
1013274,1000097
1013277,1000097
1013283,1000097
1013290,1000097
1013296,1000097
1013299,1000097
1013303,1000097
1013304,1000097
1013311,1000097
1013314,1000097
1013318,1000097
1013345,1000097
1013346,1000097
1013352,1000097
1013355,1000097
1013379,1000097
1013380,1000097
1013384,1000097
1013385,1000097
1013389,1000097
1013390,1000097
1013394,1000097
1013395,1000097
1013399,1000097
1013400,1000097
1013406,1000097
1013416,1000097
1013423,1000097
1013427,1000097
1013450,1000097
1013455,1000097
1013475,1000097
1013476,1000097
1013480,1000097
1013507,1000097
1013508,1000097
1013512,1000097
1013513,1000097
1013519,1000097
1013524,1000097
1013528,1000097
1013529,1000097
1013533,1000097
1013534,1000097
1013538,1000097
1013539,1000097
1013548,1000097
1013567,1000097
1013581,1000097
1013602,1000097
1013603,1000097
1013608,1000097
1013609,1000097
1013633,1000097
1013634,1000097
1013638,1000097
1013639,1000097
1013643,1000097
1013644,1000097
1013648,1000097
1013649,1000097
1013653,1000097
1013654,1000097
1013658,1000097
1013659,1000097
1013663,1000097
1013664,1000097
1013668,1000097
1013672,1000097
1013713,1000097
1013714,1000097
1013718,1000097
1013745,1000097
1013752,1000097
1013758,1000097
1013765,1000097
1013769,1000097
1013770,1000097
1013777,1000097
1013778,1000097
1013784,1000097
1013789,1000097
1013793,1000097
1013794,1000097
1013837,1000097
1013838,1000097
1013842,1000097
1013843,1000097
1013847,1000097
1013848,1000097
1013873,1000097
1013874,1000097
1013878,1000097
1013879,1000097
1013885,1000097
1013886,1000097
1013890,1000097
1013891,1000097
1013895,1000097
1013896,1000097
1013900,1000097
1013901,1000097
1013907,1000097
1013908,1000097
1013912,1000097
1013942,1000097
1013943,1000097
1013947,1000097
1013948,1000097
1013976,1000097
1013991,1000097
1013995,1000097
1013996,1000097
1014000,1000097
1014001,1000097
1014008,1000097
1014021,1000097
1014027,1000097
1014037,1000097
1014043,1000097
1014048,1000097
1014054,1000097
1014062,1000097
1014089,1000097
1014090,1000097
1014122,1000097
1014127,1000097
1014133,1000097
1014138,1000097
1014148,1000097
1014152,1000097
1014156,1000097
1014157,1000097
1014161,1000097
1014162,1000097
1014168,1000097
1014174,1000097
1014183,1000097
1014217,1000097
1014226,1000097
1014230,1000097
1014231,1000097
1014235,1000097
1014236,1000097
1014267,1000097
1014272,1000097
1014278,1000097
1014281,1000097
1014288,1000097
1014293,1000097
1014297,1000097
1014298,1000097
1014302,1000097
1014303,1000097
1014307,1000097
1014308,1000097
1014312,1000097
1014313,1000097
1014355,1000097
1014356,1000097
1014360,1000097
1014361,1000097
1014368,1000097
1014371,1000097
1014397,1000097
1014404,1000097
1014408,1000097
1014409,1000097
1014413,1000097
1014414,1000097
1014420,1000097
1014427,1000097
1014431,1000097
1014432,1000097
1014436,1000097
1014437,1000097
1014442,1000097
1014475,1000097
1014480,1000097
1014484,1000097
1014485,1000097
1014494,1000097
1014503,1000097
1014535,1000097
1014545,1000097
1014551,1000097
1014556,1000097
1014562,1000097
1014563,1000097
1014569,1000097
1014576,1000097
1014582,1000097
1014587,1000097
1014594,1000097
1014595,1000097
1014599,1000097
1014600,1000097
1014604,1000097
1014630,1000097
1014631,1000097
1014635,1000097
1014636,1000097
1014640,1000097
1014660,1000097
1014661,1000097
1014667,1000097
1014672,1000097
1014676,1000097
1014677,1000097
1014681,1000097
1014682,1000097
1014686,1000097
1014687,1000097
1014691,1000097
1014692,1000097
1014696,1000097
1014697,1000097
1014710,1000097
1014741,1000097
1014750,1000097
1014754,1000097
1014755,1000097
1014781,1000097
1014782,1000097
1014789,1000097
1014790,1000097
1014796,1000097
1014799,1000097
1014805,1000097
1014810,1000097
1014816,1000097
1014820,1000097
1014824,1000097
1014825,1000097
1014832,1000097
1014833,1000097
1014837,1000097
1014867,1000097
1014868,1000097
1014875,1000097
1014885,1000097
1014923,1000097
1014924,1000097
1014928,1000097
1014929,1000097
1014935,1000097
1014940,1000097
1014946,1000097
1014947,1000097
1014951,1000097
1014952,1000097
1014958,1000097
1014963,1000097
1014969,1000097
1014974,1000097
1014978,1000097
1014979,1000097
1014987,1000097
1014996,1000097
1015022,1000097
1015023,1000097
1015027,1000097
1015028,1000097
1015032,1000097
1015033,1000097
1015057,1000097
1015058,1000097
1015064,1000097
1015075,1000097
1015079,1000097
1015080,1000097
1015086,1000097
1015089,1000097
1015096,1000097
1015100,1000097
1015104,1000097
1015105,1000097
1015111,1000097
1015118,1000097
1015128,1000097
1015164,1000097
1015165,1000097
1015190,1000097
1015191,1000097
1015195,1000097
1015196,1000097
1015203,1000097
1015208,1000097
1015214,1000097
1015215,1000097
1015219,1000097
1015220,1000097
1015224,1000097
1015225,1000097
1015229,1000097
1015230,1000097
1015272,1000097
1015275,1000097
1015279,1000097
1015280,1000097
1015284,1000097
1015285,1000097
1015310,1000097
1015311,1000097
1015315,1000097
1015316,1000097
1015322,1000097
1015327,1000097
1015333,1000097
1015336,1000097
1015340,1000097
1015341,1000097
1015345,1000097
1015346,1000097
1015350,1000097
1015351,1000097
1015355,1000097
1015356,1000097
1015366,1000097
1015416,1000097
1015417,1000097
1015421,1000097
1015422,1000097
1015455,1000097
1015460,1000097
1015464,1000097
1015465,1000097
1015471,1000097
1015474,1000097
1015478,1000097
1015479,1000097
1015485,1000097
1015486,1000097
1015490,1000097
1015491,1000097
1015495,1000097
1015531,1000097
1015532,1000097
1015536,1000097
1015537,1000097
1015541,1000097
1015577,1000097
1015582,1000097
1015586,1000097
1015587,1000097
1015591,1000097
1015592,1000097
1015596,1000097
1015597,1000097
1015601,1000097
1015602,1000097
1015611,1000097
1015622,1000097
1015626,1000097
1015627,1000097
1015631,1000097
1015689,1000097
1015690,1000097
1015694,1000097
1015695,1000097
1015699,1000097
1015719,1000097
1015720,1000097
1015724,1000097
1015725,1000097
1015731,1000097
1015738,1000097
1015742,1000097
1015743,1000097
1015747,1000097
1015748,1000097
1015754,1000097
1015761,1000097
1015765,1000097
1015766,1000097
1015776,1000097
1015814,1000097
1015820,1000097
1015824,1000097
1015825,1000097
1015858,1000097
1015859,1000097
1015863,1000097
1015864,1000097
1015870,1000097
1015873,1000097
1015877,1000097
1015878,1000097
1015884,1000097
1015889,1000097
1015896,1000097
1015903,1000097
1015909,1000097
1015910,1000097
1015914,1000097
1015944,1000097
1015945,1000097
1015951,1000097
1015956,1000097
1015989,1000097
1015996,1000097
1016002,1000097
1016007,1000097
1016011,1000097
1016012,1000097
1016016,1000097
1016017,1000097
1016021,1000097
1016022,1000097
1016028,1000097
1016029,1000097
1016033,1000097
1016034,1000097
1016038,1000097
1016039,1000097
1016077,1000097
1016078,1000097
1016082,1000097
1016083,1000097
1016087,1000097
1016088,1000097
1016120,1000097
1016123,1000097
1016127,1000097
1016128,1000097
1016132,1000097
1016133,1000097
1016137,1000097
1016138,1000097
1016142,1000097
1016143,1000097
1016147,1000097
1016148,1000097
1016152,1000097
1016153,1000097
1016162,1000097
1016199,1000097
1016204,1000097
1016208,1000097
1016235,1000097
1016240,1000097
1016247,1000097
1016255,1000097
1016259,1000097
1016260,1000097
1016266,1000097
1016273,1000097
1016277,1000097
1016278,1000097
1016285,1000097
1016288,1000097
1016292,1000097
1016293,1000097
1016334,1000097
1016335,1000097
1016341,1000097
1016348,1000097
1016352,1000097
1016353,1000097
1016384,1000097
1016389,1000097
1016393,1000097
1016394,1000097
1016398,1000097
1016399,1000097
1016403,1000097
1016404,1000097
1016410,1000097
1016413,1000097
1016420,1000097
1016423,1000097
1016427,1000097
1016428,1000097
1016437,1000097
1016472,1000097
1016473,1000097
1016477,1000097
1016478,1000097
1016508,1000097
1016509,1000097
1016513,1000097
1016514,1000097
1016518,1000097
1016519,1000097
1016523,1000097
1016524,1000097
1016536,1000097
1016544,1000097
1016548,1000097
1016549,1000097
1016553,1000097
1016570,1000097
1016593,1000097
1016594,1000097
1016600,1000097
1016601,1000097
1016608,1000097
1016611,1000097
1016636,1000097
1016637,1000097
1016644,1000097
1016647,1000097
1016651,1000097
1016652,1000097
1016658,1000097
1016659,1000097
1016665,1000097
1016670,1000097
1016674,1000097
1016675,1000097
1016679,1000097
1016696,1000097
1016701,1000097
1016727,1000097
1016732,1000097
1016736,1000097
1016737,1000097
1016767,1000097
1016772,1000097
1016776,1000097
1016777,1000097
1016783,1000097
1016786,1000097
1016790,1000097
1016791,1000097
1016795,1000097
1016796,1000097
1016802,1000097
1016807,1000097
1016811,1000097
1016812,1000097
1016816,1000097
1016849,1000097
1016858,1000097
1016862,1000097
1016863,1000097
1016891,1000097
1016892,1000097
1016899,1000097
1016902,1000097
1016906,1000097
1016907,1000097
1016911,1000097
1016912,1000097
1016920,1000097
1016928,1000097
1016934,1000097
1016935,1000097
1016941,1000097
1016955,1000097
1016964,1000097
1017013,1000097
1017020,1000097
1017026,1000097
1017029,1000097
1017056,1000097
1017064,1000097
1017068,1000097
1017069,1000097
1017073,1000097
1017074,1000097
1017078,1000097
1017079,1000097
1017085,1000097
1017086,1000097
1017090,1000097
1017091,1000097
1017095,1000097
1017096,1000097
1017138,1000097
1017139,1000097
1017143,1000097
1017144,1000097
1017151,1000097
1017154,1000097
1017178,1000097
1017179,1000097
1017183,1000097
1017184,1000097
1017188,1000097
1017189,1000097
1017193,1000097
1017194,1000097
1017198,1000097
1017199,1000097
1017203,1000097
1017204,1000097
1017208,1000097
1017209,1000097
1017223,1000097
1017277,1000097
1017284,1000097
1017290,1000097
1017291,1000097
1017316,1000097
1017317,1000097
1017323,1000097
1017324,1000097
1017328,1000097
1017329,1000097
1017333,1000097
1017334,1000097
1017338,1000097
1017339,1000097
1017343,1000097
1017344,1000097
1017348,1000097
1017349,1000097
1017357,1000097
1017387,1000097
1017388,1000097
1017394,1000097
1017397,1000097
1017406,1000097
1017412,1000097
1017442,1000097
1017443,1000097
1017447,1000097
1017448,1000097
1017454,1000097
1017464,1000097
1017468,1000097
1017469,1000097
1017475,1000097
1017476,1000097
1017480,1000097
1017481,1000097
1017488,1000097
1017497,1000097
1017506,1000097
1017507,1000097
1017508,1000097
1017514,1000097
1017531,1000097
1017534,1000097
1017554,1000097
1017555,1000097
1017561,1000097
1017568,1000097
1017593,1000097
1017594,1000097
1017600,1000097
1017605,1000097
1017609,1000097
1017610,1000097
1017617,1000097
1017628,1000097
1017634,1000097
1017637,1000097
1017644,1000097
1017645,1000097
1017658,1000097
1017697,1000097
1017700,1000097
1017706,1000097
1017709,1000097
1017736,1000097
1017741,1000097
1017745,1000097
1017746,1000097
1017753,1000097
1017757,1000097
1017761,1000097
1017762,1000097
1017768,1000097
1017769,1000097
1017773,1000097
1017774,1000097
1017799,1000097
1017800,1000097
1017804,1000097
1017805,1000097
1017812,1000097
1017817,1000097
1017841,1000097
1017842,1000097
1017846,1000097
1017847,1000097
1017851,1000097
1017852,1000097
1017856,1000097
1017857,1000097
1017863,1000097
1017868,1000097
1017874,1000097
1017879,1000097
1017885,1000097
1017886,1000097
1017895,1000097
1017936,1000097
1017937,1000097
1017941,1000097
1017942,1000097
1017966,1000097
1017967,1000097
1017973,1000097
1017974,1000097
1017978,1000097
1017979,1000097
1017983,1000097
1017984,1000097
1017990,1000097
1017991,1000097
1017998,1000097
1017999,1000097
1018003,1000097
1018004,1000097
1018034,1000097
1018035,1000097
1018039,1000097
1018040,1000097
1018046,1000097
1018047,1000097
1018055,1000097
1018065,1000097
1018089,1000097
1018090,1000097
1018096,1000097
1018099,1000097
1018103,1000097
1018104,1000097
1018110,1000097
1018113,1000097
1018117,1000097
1018118,1000097
1018122,1000097
1018123,1000097
1018127,1000097
1018128,1000097
1018132,1000097
1018133,1000097
1018146,1000097
1018159,1000097
1018170,1000097
1018192,1000097
1018193,1000097
1018197,1000097
1018198,1000097
1018202,1000097
1018230,1000097
1018231,1000097
1018235,1000097
1018236,1000097
1018240,1000097
1018241,1000097
1018245,1000097
1018246,1000097
1018250,1000097
1018251,1000097
1018257,1000097
1018262,1000097
1018269,1000097
1018274,1000097
1018278,1000097
1018314,1000097
1018319,1000097
1018345,1000097
1018348,1000097
1018352,1000097
1018353,1000097
1018357,1000097
1018358,1000097
1018362,1000097
1018363,1000097
1018370,1000097
1018375,1000097
1018381,1000097
1018391,1000097
1018433,1000097
1018442,1000097
1018446,1000097
1018447,1000097
1018451,1000097
1018452,1000097
1018476,1000097
1018477,1000097
1018481,1000097
1018482,1000097
1018486,1000097
1018487,1000097
1018494,1000097
1018500,1000097
1018507,1000097
1018514,1000097
1018518,1000097
1018519,1000097
1018523,1000097
1018524,1000097
1018528,1000097
1018529,1000097
1018530,1000097
1018554,1000097
1018590,1000097
1018591,1000097
1018595,1000097
1018596,1000097
1018626,1000097
1018627,1000097
1018634,1000097
1018639,1000097
1018643,1000097
1018644,1000097
1018650,1000097
1018655,1000097
1018661,1000097
1018667,1000097
1018671,1000097
1018672,1000097
1018676,1000097
1018711,1000097
1018712,1000097
1018716,1000097
1018717,1000097
1018721,1000097
1018751,1000097
1018755,1000097
1018759,1000097
1018760,1000097
1018766,1000097
1018769,1000097
1018773,1000097
1018774,1000097
1018778,1000097
1018779,1000097
1018785,1000097
1018789,1000097
1018799,1000097
1018833,1000097
1018836,1000097
1018858,1000097
1018859,1000097
1018863,1000097
1018864,1000097
1018868,1000097
1018869,1000097
1018889,1000097
1018890,1000097
1018894,1000097
1018895,1000097
1018899,1000097
1018900,1000097
1018904,1000097
1018905,1000097
1018909,1000097
1018910,1000097
1018914,1000097
1018915,1000097
1018921,1000097
1018926,1000097
1018935,1000097
1018967,1000097
1018968,1000097
1018972,1000097
1018973,1000097
1019007,1000097
1019010,1000097
1019016,1000097
1019021,1000097
1019028,1000097
1019033,1000097
1019037,1000097
1019038,1000097
1019042,1000097
1019043,1000097
1019047,1000097
1019048,1000097
1019052,1000097
1019053,1000097
1019057,1000097
1019088,1000097
1019091,1000097
1019095,1000097
1019096,1000097
1019127,1000097
1019130,1000097
1019134,1000097
1019135,1000097
1019139,1000097
1019140,1000097
1019144,1000097
1019145,1000097
1019149,1000097
1019150,1000097
1019154,1000097
1019155,1000097
1019159,1000097
1019160,1000097
1019201,1000097
1019202,1000097
1019206,1000097
1019207,1000097
1019234,1000097
1019241,1000097
1019249,1000097
1019254,1000097
1019258,1000097
1019259,1000097
1019263,1000097
1019264,1000097
1019271,1000097
1019277,1000097
1019283,1000097
1019288,1000097
1019296,1000097
1019306,1000097
1019315,1000097
1019356,1000097
1019357,1000097
1019361,1000097
1019362,1000097
1019393,1000097
1019394,1000097
1019398,1000097
1019399,1000097
1019403,1000097
1019404,1000097
1019408,1000097
1019409,1000097
1019415,1000097
1019416,1000097
1019422,1000097
1019425,1000097
1019431,1000097
1019432,1000097
1019475,1000097
1019482,1000097
1019486,1000097
1019487,1000097
1019493,1000097
1019498,1000097
1019527,1000097
1019528,1000097
1019532,1000097
1019533,1000097
1019541,1000097
1019550,1000097
1019554,1000097
1019555,1000097
1019559,1000097
1019560,1000097
1019566,1000097
1019571,1000097
1019575,1000097
1019576,1000097
1019611,1000097
1019612,1000097
1019616,1000097
1019617,1000097
1019645,1000097
1019652,1000097
1019658,1000097
1019661,1000097
1019665,1000097
1019666,1000097
1019670,1000097
1019671,1000097
1019677,1000097
1019696,1000097
1019702,1000097
1019708,1000097
1019712,1000097
1019750,1000097
1019755,1000097
1019759,1000097
1019760,1000097
1019764,1000097
1019770,1000097
1019779,1000097
1019810,1000097
1019811,1000097
1019815,1000097
1019816,1000097
1019822,1000097
1019827,1000097
1019831,1000097
1019832,1000097
1019839,1000097
1019844,1000097
1019850,1000097
1019855,1000097
1019859,1000097
1019860,1000097
1019864,1000097
1019893,1000097
1019894,1000097
1019900,1000097
1019901,1000097
1019905,1000097
1019925,1000097
1019926,1000097
1019930,1000097
1019931,1000097
1019935,1000097
1019936,1000097
1019942,1000097
1019945,1000097
1019952,1000097
1019962,1000097
1019969,1000097
1019970,1000097
1019977,1000097
1019981,1000097
1019990,1000097
1020019,1000097
1020024,1000097
1020031,1000097
1020044,1000097
1020068,1000097
1020069,1000097
1020073,1000097
1020074,1000097
1020078,1000097
1020079,1000097
1020083,1000097
1020084,1000097
1020088,1000097
1020089,1000097
1020093,1000097
1020094,1000097
1020098,1000097
1020099,1000097
1020103,1000097
1020142,1000097
1020143,1000097
1020147,1000097
1020148,1000097
1020176,1000097
1020177,1000097
1020181,1000097
1020182,1000097
1020186,1000097
1020187,1000097
1020191,1000097
1020192,1000097
1020196,1000097
1020197,1000097
1020204,1000097
1020211,1000097
1020215,1000097
1020216,1000097
1020222,1000097
1020223,1000097
1020231,1000097
1020267,1000097
1020268,1000097
1020274,1000097
1020279,1000097
1020283,1000097
1020284,1000097
1020311,1000097
1020312,1000097
1020318,1000097
1020321,1000097
1020325,1000097
1020326,1000097
1020333,1000097
1020339,1000097
1020345,1000097
1020350,1000097
1020354,1000097
1020355,1000097
1020359,1000097
1020360,1000097
1020371,1000097
1020411,1000097
1020412,1000097
1020436,1000097
1020437,1000097
1020443,1000097
1020444,1000097
1020448,1000097
1020449,1000097
1020456,1000097
1020470,1000097
1020474,1000097
1020475,1000097
1020484,1000097
1020489,1000097
1020495,1000097
1020500,1000097
1020538,1000097
1020539,1000097
1020543,1000097
1020544,1000097
1020551,1000097
1020554,1000097
1020582,1000097
1020589,1000097
1020593,1000097
1020594,1000097
1020600,1000097
1020601,1000097
1020605,1000097
1020606,1000097
1020612,1000097
1020613,1000097
1020619,1000097
1020620,1000097
1020627,1000097
1020628,1000097
1020632,1000097
1020641,1000097
1020658,1000097
1020659,1000097
1020663,1000097
1020689,1000097
1020690,1000097
1020697,1000097
1020703,1000097
1020709,1000097
1020716,1000097
1020723,1000097
1020726,1000097
1020730,1000097
1020731,1000097
1020738,1000097
1020739,1000097
1020748,1000097
1020781,1000097
1020782,1000097
1020788,1000097
1020789,1000097
1020815,1000097
1020818,1000097
1020822,1000097
1020823,1000097
1020829,1000097
1020834,1000097
1020838,1000097
1020839,1000097
1020845,1000097
1020848,1000097
1020852,1000097
1020853,1000097
1020867,1000097
1020901,1000097
1020902,1000097
1020908,1000097
1020912,1000097
1020939,1000097
1020944,1000097
1020948,1000097
1020949,1000097
1020953,1000097
1020954,1000097
1020958,1000097
1020959,1000097
1020965,1000097
1020968,1000097
1020975,1000097
1020984,1000097
1020990,1000097
1020991,1000097
1021003,1000097
1021033,1000097
1021034,1000097
1021062,1000097
1021075,1000097
1021079,1000097
1021080,1000097
1021084,1000097
1021085,1000097
1021089,1000097
1021090,1000097
1021094,1000097
1021095,1000097
1021101,1000097
1021102,1000097
1021110,1000097
1021121,1000097
